meta_analytical_study,studyid,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,clayall,sandall,clay,sand,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,bph_scaled,btc_scaled,btn_scaled,brate_scaled,clay_scaled,sand_scaled
Han22,26,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,78.1,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,12410.1,989.2,3,16906.5,1169,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-2.06958896628498,-0.516097466111782,0.934941507926081,1.26565117767013,0.179900344473356,0.879192633923855,-2.03094653857059,-1.81622506562253,0.435555562023781,-0.337186872260838,-2.11796595952114,2.16754196815665,0.425594392575906,-1.31825532702733
Han22,27,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,123.6,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,13974.9,1087.9,3,17154.8,502.099999999999,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-1.44630325990299,-0.516097466111782,0.934941507926081,1.26565117767013,0.179900344473356,0.879192633923855,-2.03094653857059,-1.81622506562253,0.435555562023781,-0.337186872260838,-2.11796595952114,0.471464436474329,0.425594392575906,-1.31825532702733
Han22,28,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,123.6,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,13974.9,1087.9,3,18075.3,669.500000000003,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-1.44630325990299,-0.516097466111782,0.934941507926081,1.26565117767013,0.179900344473356,0.879192633923855,-2.03094653857059,-1.81622506562253,0.435555562023781,-0.337186872260838,-2.11796595952114,2.16754196815665,0.425594392575906,-1.31825532702733
Han22,29,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,10543.9,1171.6,3,13054.4,585.800000000001,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-1.31205710775918,-0.516097466111782,0.934941507926081,1.26565117767013,0.179900344473356,0.879192633923855,-2.03094653857059,-1.81622506562253,0.435555562023781,-0.337186872260838,-2.11796595952114,0.471464436474329,0.425594392575906,-1.31825532702733
Han22,30,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,10543.9,1171.6,3,13891.2,753.2,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-1.31205710775918,-0.516097466111782,0.934941507926081,1.26565117767013,0.179900344473356,0.879192633923855,-2.03094653857059,-1.81622506562253,0.435555562023781,-0.337186872260838,-2.11796595952114,2.16754196815665,0.425594392575906,-1.31825532702733
Han22,31,-17.0167,145.4,field,peanut,legumes,rainfed,541,225,26.6,31.6,66.2,clay loam,0.55,6.2,8.9,0.6,9.8,489.6,9.8,10,5617,1171.6,3,6910,753.2,3,30.63333333,51.4,30.63333333,51.4,0.529929562597732,-0.0572665428231415,-1.58557980260953,-2.20662665428418,-0.505261099964554,-6.6836429466323,-0.276398931811004,-0.228385192422474,-0.845467592422492,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.804198304595828,1.55701144651187
Han22,32,-17.0167,145.4,field,peanut,legumes,rainfed,541,225,26.6,31.6,66.2,clay loam,0.55,6.2,8.1,0.7,9.8,489.6,9.8,2.5,6552,1171.6,3,6786,753.2,3,30.63333333,51.4,30.63333333,51.4,0.529929562597732,-0.0572665428231415,-1.58557980260953,-2.20662665428418,-0.505261099964554,-6.6836429466323,-0.276398931811004,-0.418128492017013,-0.614334860708198,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.05500534203976,0.804198304595828,1.55701144651187
Han22,38,5.2167,7.2667,field,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,21621.6,1014.8,3,23783.8,1579.8,3,14.73333333,78.03333333,14.73333333,78.03333333,-0.0514286388227349,-0.0572665428231415,-1.40120933110836,-0.0944058584599785,-1.06449655605972,0.179900344473356,-1.1084248591401,-0.109795630175887,8.39984167614925,-0.168236356650245,2.36815745087701,0.187665582328928,0.132248930137866,-1.95560534603045,3.57252600488671
Han22,39,5.2167,7.2667,field,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,17702.7,1524.6,3,20675.7,1551.6,3,14.73333333,78.03333333,14.73333333,78.03333333,-0.0514286388227349,-0.0572665428231415,-1.40120933110836,-0.0944058584599785,-1.06449655605972,0.179900344473356,-1.1084248591401,-0.109795630175887,8.39984167614925,-0.168236356650245,2.36815745087701,0.187665582328928,0.132248930137866,-1.95560534603045,3.57252600488671
Han22,40,5.2167,7.2667,field,maize,grain,irrigation,188.5135082,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,13636.4,1545.4,3,15636.4,2181.8,3,14.73333333,78.03333333,14.73333333,78.03333333,-0.335811514283798,-0.0572665428231415,-1.40120933110836,-0.0944058584599785,-1.06449655605972,0.179900344473356,-1.20857612817046,0.459434268607728,1.92812518814903,-0.168236356650245,2.36815745087701,0.187665582328928,0.132248930137866,-1.95560534603045,3.57252600488671
Han22,41,5.2167,7.2667,field,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,22837.8,1707.7,3,24459.5,1858.7,3,14.73333333,78.03333333,14.73333333,78.03333333,-0.0514286388227349,-0.0572665428231415,-1.40120933110836,-0.0944058584599785,-1.06449655605972,0.179900344473356,-1.1084248591401,-0.109795630175887,8.39984167614925,-0.168236356650245,2.36815745087701,0.187665582328928,0.132248930137866,-1.95560534603045,3.57252600488671
Han22,42,5.2167,7.2667,field,maize,grain,irrigation,188.5135082,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,9454.55,1999.95,3,12272.7,1545.5,3,14.73333333,78.03333333,14.73333333,78.03333333,-0.335811514283798,-0.0572665428231415,-1.40120933110836,-0.0944058584599785,-1.06449655605972,0.179900344473356,-1.20857612817046,0.459434268607728,1.92812518814903,-0.168236356650245,2.36815745087701,0.187665582328928,0.132248930137866,-1.95560534603045,3.57252600488671
Han22,43,5.2167,7.2667,field,maize,grain,irrigation,188.5135082,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,15363.6,2454.6,3,16090.9,2454.6,3,14.73333333,78.03333333,14.73333333,78.03333333,-0.335811514283798,-0.0572665428231415,-1.40120933110836,-0.0944058584599785,-1.06449655605972,0.179900344473356,-1.20857612817046,0.459434268607728,1.92812518814903,-0.168236356650245,2.36815745087701,0.187665582328928,0.132248930137866,-1.95560534603045,3.57252600488671
Han22,44,30.7667,-87.1333,field,sorghum,grain,rainfed,720,225,30,7.5,15,sandy loam,1.42,6,20,0.638,9.4,489.6,9.8,5,21000,1383.627,4,19900,1190.8558,4,11.16666667,77.36666667,11.16666667,77.36666667,0.969570956996818,-0.0572665428231415,-1.5515113459191,-2.9508448001813,-1.85586748449627,0.7804603824451,-0.430477807242318,2.40430308945175,-0.75763715437106,-0.193394353261662,-0.0651953424660097,0.0280872655899021,-0.885397588871525,-2.57468079690058,3.52207507776601
Han22,45,30.7667,-87.1333,field,sorghum,grain,rainfed,720,225,30,7.5,15,sandy loam,1.42,6,20,0.638,5.1,489.6,4.025,8,21000,1383.627,4,19400,1160.9348,4,11.16666667,77.36666667,11.16666667,77.36666667,0.969570956996818,-0.0572665428231415,-1.5515113459191,-2.9508448001813,-1.85586748449627,0.7804603824451,-0.430477807242318,2.40430308945175,-0.75763715437106,-5.60236362471648,-0.0651953424660097,-3.1497223177476,-0.681868285069647,-2.57468079690058,3.52207507776601
Han22,46,30.7667,-87.1333,field,sorghum,grain,rainfed,678,225,30,7.5,15,sandy loam,1.42,6,20,0.638,9.4,489.6,9.8,5,4900,322.846,4,3900,233.3838,4,11.16666667,77.36666667,11.16666667,77.36666667,0.866414875629435,-0.0572665428231415,-1.5515113459191,-2.9508448001813,-1.85586748449627,0.7804603824451,-0.430477807242318,2.40430308945175,-0.75763715437106,-0.193394353261662,-0.0651953424660097,0.0280872655899021,-0.885397588871525,-2.57468079690058,3.52207507776601
Han22,47,30.7667,-87.1333,field,sorghum,grain,rainfed,678,225,30,7.5,15,sandy loam,1.42,6,20,0.638,5.1,489.6,4.025,8,4900,322.846,4,5000,299.21,4,11.16666667,77.36666667,11.16666667,77.36666667,0.866414875629435,-0.0572665428231415,-1.5515113459191,-2.9508448001813,-1.85586748449627,0.7804603824451,-0.430477807242318,2.40430308945175,-0.75763715437106,-5.60236362471648,-0.0651953424660097,-3.1497223177476,-0.681868285069647,-2.57468079690058,3.52207507776601
Han22,48,30.7667,-87.1333,field,sorghum,grain,rainfed,867,225,30,7.5,15,sandy loam,1.42,6,20,0.638,9.4,489.6,9.8,5,22200,1462.6914,4,17900,1071.1718,4,11.16666667,77.36666667,11.16666667,77.36666667,1.33061724178266,-0.0572665428231415,-1.5515113459191,-2.9508448001813,-1.85586748449627,0.7804603824451,-0.430477807242318,2.40430308945175,-0.75763715437106,-0.193394353261662,-0.0651953424660097,0.0280872655899021,-0.885397588871525,-2.57468079690058,3.52207507776601
Han22,49,30.7667,-87.1333,field,sorghum,grain,rainfed,867,225,30,7.5,15,sandy loam,1.42,6,20,0.638,5.1,489.6,4.025,8,22200,1462.6914,4,17800,1065.1876,4,11.16666667,77.36666667,11.16666667,77.36666667,1.33061724178266,-0.0572665428231415,-1.5515113459191,-2.9508448001813,-1.85586748449627,0.7804603824451,-0.430477807242318,2.40430308945175,-0.75763715437106,-5.60236362471648,-0.0651953424660097,-3.1497223177476,-0.681868285069647,-2.57468079690058,3.52207507776601
Han22,50,30.05,199.95,field,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,7683,76,3,8475,188,3,,,27.773342545,25.80779436,0.87255511856797,-0.0572665428231415,-0.409216033357478,0.523202561371658,-0.668811091841441,-0.334865402359569,-0.402230013413244,5.93827204440003,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.10249551292686,0.307782392067493,-0.379714325257779
Han22,51,30.05,199.95,field,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,7805.7,87.4,3,8689.5,259.9,3,,,27.773342545,25.80779436,1.16556751159485,-0.0572665428231415,-0.409216033357478,0.523202561371658,-0.668811091841441,-0.334865402359569,-0.402230013413244,5.93827204440003,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.10249551292686,0.307782392067493,-0.379714325257779
Han22,52,30.05,199.95,field,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,7885.5,92.3,3,8739,31.5,3,,,27.773342545,25.80779436,1.35124845805614,-0.0572665428231415,-0.409216033357478,0.523202561371658,-0.668811091841441,-0.334865402359569,-0.402230013413244,5.93827204440003,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.10249551292686,0.307782392067493,-0.379714325257779
Han22,53,30.05,199.95,field,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,8300.8,138.3,3,9721.1,200.1,3,,,27.773342545,25.80779436,1.16556751159485,-0.0572665428231415,-0.409216033357478,0.523202561371658,-0.668811091841441,-0.334865402359569,-0.402230013413244,5.93827204440003,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.10249551292686,0.307782392067493,-0.379714325257779
Han22,54,30.05,199.95,field,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,8522.5,194.3,3,9820.5,134.3,3,,,27.773342545,25.80779436,1.35124845805614,-0.0572665428231415,-0.409216033357478,0.523202561371658,-0.668811091841441,-0.334865402359569,-0.402230013413244,5.93827204440003,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.10249551292686,0.307782392067493,-0.379714325257779
Han22,55,30.05,199.95,field,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,8136,227,3,9492,151,3,,,27.773342545,25.80779436,0.87255511856797,-0.0572665428231415,-0.409216033357478,0.523202561371658,-0.668811091841441,-0.334865402359569,-0.402230013413244,5.93827204440003,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.10249551292686,0.307782392067493,-0.379714325257779
Han22,56,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,100,100,100,sandy loam,1.13,5.56926553666667,15.76,0.95,9.8,489.6,9.8,10,7320,110,3,8260,900,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-0.399731216659397,-0.850101943468979,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,1.39866360160069,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.425594392575906,-1.31825532702733
Han22,57,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,200,100,100,sandy loam,1.13,5.56926553666667,10.76,0.95,9.8,489.6,9.8,5,7110,110,3,7430,50,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-0.399731216659397,0.151911488602615,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,0.212767979134828,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.425594392575906,-1.31825532702733
Han22,58,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,200,100,100,sandy loam,1.13,5.56926553666667,14.76,0.95,9.8,489.6,9.8,10,7110,190,3,8020,120,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-0.399731216659397,0.151911488602615,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,1.16148447710752,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.425594392575906,-1.31825532702733
Han22,59,31.95,118.8333,field,maize,grain,rainfed,95.75459973,400,100,100,100,sandy loam,1.13,5.56926553666667,17.76,0.95,9.8,489.6,9.8,15,8230,110,3,8260,270,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,2.33998617403065,-0.850101943468979,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,1.87302185058704,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.206966576198598,0.425594392575906,-1.31825532702733
Han22,60,31.95,118.8333,field,maize,grain,irrigation,95.75459973,400,100,100,100,sandy loam,1.13,5.56926553666667,13.76,0.95,9.8,489.6,9.8,10,8230,200,3,9310,30,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,2.33998617403065,-0.850101943468979,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,0.924305352614347,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.425594392575906,-1.31825532702733
Han22,61,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,100,100,100,sandy loam,1.13,5.56926553666667,11.76,0.95,9.8,489.6,9.8,5,7320,200,3,7730,280,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-0.399731216659397,-0.850101943468979,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,0.449947103628001,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.425594392575906,-1.31825532702733
Han22,62,31.95,118.8333,field,maize,grain,rainfed,95.75459973,200,200,100,100,sandy loam,1.13,5.56926553666667,18.76,0.95,9.8,489.6,9.8,15,7110,100,3,7160,100,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.56363640737144,-0.399731216659397,0.151911488602615,-0.0944058584599785,0.38635014607396,-1.7075740605807,-0.762313215841873,2.11020097508021,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.206966576198598,0.425594392575906,-1.31825532702733
