meta_analytical_study,studyid,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,clayall,sandall,clay,sand,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,bph_scaled,btc_scaled,btn_scaled,brate_scaled,clay_scaled,sand_scaled
Han22,15,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,375.4,339,192,17,sandy loam,1.46,8.5,9.5,0.95,9,472,7,30,35.1032448377581,2.02391268436578,3,37.4926253687316,1.97413669616519,3,21.02450397,32.2639881,21.02450397,32.2639881,-0.343458780972399,1.75894116227185,1.30080989649842,1.16840410708854,-1.99123696923518,1.36268517085029,1.25890243503374,-0.127781221634916,-0.0408011328836875,-0.686387491043687,-0.300581480792004,-1.48126205130072,0.784012306320164,-1.295812663469,0.520986728621079
Han22,16,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,375.4,339,192,17,sandy loam,1.46,8.5,9.5,0.95,9,472,7,15,35.1032448377581,2.02391268436578,3,38.259587020649,2.01452029498525,3,21.02450397,32.2639881,21.02450397,32.2639881,-0.343458780972399,1.75894116227185,1.30080989649842,1.16840410708854,-1.99123696923518,1.36268517085029,1.25890243503374,-0.127781221634916,-0.0408011328836875,-0.686387491043687,-0.300581480792004,-1.48126205130072,-0.206246938275006,-1.295812663469,0.520986728621079
Han22,17,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,375.4,339,192,17,sandy loam,1.46,8.5,9.5,0.95,9,472,7,45,35.1032448377581,2.02391268436578,3,36.3126843657817,1.91200808259587,3,21.02450397,32.2639881,21.02450397,32.2639881,-0.343458780972399,1.75894116227185,1.30080989649842,1.16840410708854,-1.99123696923518,1.36268517085029,1.25890243503374,-0.127781221634916,-0.0408011328836875,-0.686387491043687,-0.300581480792004,-1.48126205130072,1.77427155091533,-1.295812663469,0.520986728621079
Han22,19,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,83,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,76.8885,4.433083356,3,95.09925,5.0073559095,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-1.88950733121596,-0.861250906513055,0.281304932782582,1.54719809621931,0.212125309953023,0.67786961271688,-1.93842792484027,-2.09056048549773,0.476919713945876,-0.375736179479181,-2.04325590556165,0.453925891455107,0.598139420394733,-1.85444116557613
Han22,21,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,100.9,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,69.66525,4.016619654,3,80.33475,4.2299459265,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-1.66615839813308,-0.861250906513055,0.281304932782582,1.54719809621931,0.212125309953023,0.67786961271688,-1.93842792484027,-2.09056048549773,0.476919713945876,-0.375736179479181,-2.04325590556165,0.453925891455107,0.598139420394733,-1.85444116557613
Han22,22,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,100.9,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,69.66525,4.016619654,3,89.121,4.692577134,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-1.66615839813308,-0.861250906513055,0.281304932782582,1.54719809621931,0.212125309953023,0.67786961271688,-1.93842792484027,-2.09056048549773,0.476919713945876,-0.375736179479181,-2.04325590556165,2.10435796578039,0.598139420394733,-1.85444116557613
Han22,29,31.95,118.8333,field,tomato,vegetable,irrigation,95.75459973,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,79.07925,4.559393238,3,97.908,5.155247832,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-1.26063659225636,-0.861250906513055,0.281304932782582,1.54719809621931,0.212125309953023,0.67786961271688,-1.93842792484027,-2.09056048549773,0.476919713945876,-0.375736179479181,-2.04325590556165,0.453925891455107,0.598139420394733,-1.85444116557613
Han22,50,30.05,199.95,field,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,53.3541666666667,3.07618783333333,3,58.8541666666667,3.09890729166667,3,,,27.773342545,25.80779436,2.85159669661393,-0.117688979385354,-0.749118093390903,0.0796914840766834,-0.683334036731943,-0.41545279599094,-0.53019446368359,5.48080734683045,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-1.07767507351876,0.42506625234608,-0.292251122935716
Han22,51,30.05,199.95,field,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,54.20625,3.12531555,3,60.34375,3.1773398125,3,,,27.773342545,25.80779436,3.53056021367138,-0.117688979385354,-0.749118093390903,0.0796914840766834,-0.683334036731943,-0.41545279599094,-0.53019446368359,5.48080734683045,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-1.07767507351876,0.42506625234608,-0.292251122935716
Han22,52,30.05,199.95,field,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,54.7604166666667,3.15726658333333,3,60.6875,3.195439625,3,,,27.773342545,25.80779436,3.96081706102714,-0.117688979385354,-0.749118093390903,0.0796914840766834,-0.683334036731943,-0.41545279599094,-0.53019446368359,5.48080734683045,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-1.07767507351876,0.42506625234608,-0.292251122935716
Han22,53,30.05,199.95,field,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,57.6444444444444,3.32354808888889,3,67.5076388888889,3.55454721805556,3,,,27.773342545,25.80779436,3.53056021367138,-0.117688979385354,-0.749118093390903,0.0796914840766834,-0.683334036731943,-0.41545279599094,-0.53019446368359,5.48080734683045,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-1.07767507351876,0.42506625234608,-0.292251122935716
Han22,54,30.05,199.95,field,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,59.1840277777778,3.41231430555556,3,68.1979166666667,3.59089310416667,3,,,27.773342545,25.80779436,3.96081706102714,-0.117688979385354,-0.749118093390903,0.0796914840766834,-0.683334036731943,-0.41545279599094,-0.53019446368359,5.48080734683045,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-1.07767507351876,0.42506625234608,-0.292251122935716
Han22,55,30.05,199.95,field,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.29,6.03666666666667,34.9,0.95,9.8,489.6,9.8,1.8,56.5,3.257564,3,65.9166666666667,3.47077616666667,3,,,27.773342545,25.80779436,2.85159669661393,-0.117688979385354,-0.749118093390903,0.0796914840766834,-0.683334036731943,-0.41545279599094,-0.53019446368359,5.48080734683045,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-1.07767507351876,0.42506625234608,-0.292251122935716
Han22,56,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,100,100,100,sandy loam,1.13,5.56926553666667,15.76,0.95,9.8,489.6,9.8,10,73.2,0.86,3,82.6,0.6,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-0.429628830059756,-1.21166594751978,-0.222728688982165,0.533319853968741,-2.08899441184151,-0.869663710831077,1.25449296886088,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-0.536333353140063,0.598139420394733,-1.85444116557613
Han22,57,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,200,100,100,sandy loam,1.13,5.56926553666667,10.76,0.95,9.8,489.6,9.8,5,35.55,0.86,3,37.12,0.68,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-0.429628830059756,-0.160420824499609,-0.222728688982165,0.533319853968741,-2.08899441184151,-0.869663710831077,0.150440101052736,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-0.86641976800512,0.598139420394733,-1.85444116557613
Han22,58,31.95,118.8333,field,maize,grain,irrigation,95.75459973,200,200,100,100,sandy loam,1.13,5.56926553666667,14.76,0.95,9.8,489.6,9.8,10,35.55,1.27,3,40.1,0.71,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,-0.429628830059756,-0.160420824499609,-0.222728688982165,0.533319853968741,-2.08899441184151,-0.869663710831077,1.03368239529925,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-0.536333353140063,0.598139420394733,-1.85444116557613
Han22,59,31.95,118.8333,field,maize,grain,rainfed,95.75459973,400,100,100,100,sandy loam,1.13,5.56926553666667,17.76,0.95,9.8,489.6,9.8,15,82.3,0.86,3,82.6,0.99,3,28.4520904,13.40576271,28.4520904,13.40576271,-0.476322779919867,2.06588997533546,-1.21166594751978,-0.222728688982165,0.533319853968741,-2.08899441184151,-0.869663710831077,1.69611411598414,-0.0408011328836875,0.347663357835925,-0.0250142522723516,-0.0507322404547346,-0.206246938275006,0.598139420394733,-1.85444116557613
