meta_analytical_study,studyid,sources,country,lat,lon,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,yi,vi
Han22,25,Agb et al.(2017),China,31.95,118.83329999999999,tomato,vegetable,irrigation,421,78.1,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,12410.1,989.2,3,15107.9,449.7,3,2.80147295300249,1.32068755886704
Han22,26,Agb et al.(2017),China,31.95,118.83329999999999,tomato,vegetable,irrigation,421,78.1,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,12410.1,989.2,3,16906.5,1169,3,3.31315218905564,1.58141478565368
Han22,27,Agb et al.(2017),China,31.95,118.83329999999999,tomato,vegetable,irrigation,421,123.6,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,13974.9,1087.9,3,17154.8,502.099999999999,3,2.99465733651491,1.41399771359521
Han22,28,Agb et al.(2017),China,31.95,118.83329999999999,tomato,vegetable,irrigation,421,123.6,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,13974.9,1087.9,3,18075.3,669.500000000003,3,3.62204287779734,1.7599328840502
Han22,29,Agb et al.(2017),China,31.95,118.83329999999999,tomato,vegetable,irrigation,421,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,25,10543.9,1171.6,3,13054.4,585.800000000001,3,2.16262348806132,1.05641169592621
Han22,30,Agb et al.(2017),China,31.95,118.83329999999999,tomato,vegetable,irrigation,421,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,9.9,467.2,5.9,50,10543.9,1171.6,3,13891.2,753.2,3,2.7117750920017,1.27947701246674
Han22,31,Agegnehu et al. (2015）,Australia,-17.0167,145.4,peanut,legumes,rainfed,541,225,26.6,31.6,66.2,clay loam,0.55,6.2,8.9,0.6,9.8,585,8.45,10,5617,1171.6,3,6910,753.2,3,1.04750849758259,0.758106171042311
Han22,32,Agegnehu et al. (2015）,Australia,-17.0167,145.4,peanut,legumes,rainfed,541,225,26.6,31.6,66.2,clay loam,0.55,6.2,8.1,0.7,9.8,585,8.45,2.5,6552,1171.6,3,6786,753.2,3,0.189572303506826,0.669661471521407
Han22,38,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,21621.6,1014.8,3,23783.8,1579.8,3,1.29937707240655,0.807365064691318
Han22,39,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,17702.7,1524.6,3,20675.7,1551.6,3,1.54217504362514,0.864858655431684
Han22,40,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,maize,grain,irrigation,421,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,13636.4,1545.4,3,15636.4,2181.8,3,0.844067575897183,0.726037506056746
Han22,41,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,22837.8,1707.7,3,24459.5,1858.7,3,0.724972618068518,0.710465441412427
Han22,42,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,maize,grain,irrigation,421,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,9454.55,1999.95,3,12272.7,1545.5,3,1.25812596482193,0.798573411946593
Han22,43,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,maize,grain,irrigation,421,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,15363.6,2454.6,3,16090.9,2454.6,3,0.23641385198074,0.671324292450698
Han22,44,Cabrera et al.(2017),America,30.7667,-87.133300000000006,sorghum,grain,rainfed,720,225,30,7.5,15,sandy loam,1.42,6,20,0.638,9.4,585,8.45,5,21000,1383.627,4,19900,1190.8558,4,-0.740204607309246,0.534243928792615
Han22,45,Cabrera et al.(2017),America,30.7667,-87.133300000000006,sorghum,grain,rainfed,720,225,30,7.5,15,sandy loam,1.42,6,20,0.638,5.1,585,4.025,8,21000,1383.627,4,19400,1160.9348,4,-1.08821148299469,0.574012764482594
Han22,46,Cabrera et al.(2017),America,30.7667,-87.133300000000006,sorghum,grain,rainfed,678,225,30,7.5,15,sandy loam,1.42,6,20,0.638,9.4,585,8.45,5,4900,322.846,4,3900,233.3838,4,-3.08363575011146,1.09430058996034
Han22,47,Cabrera et al.(2017),America,30.7667,-87.133300000000006,sorghum,grain,rainfed,678,225,30,7.5,15,sandy loam,1.42,6,20,0.638,5.1,585,4.025,8,4900,322.846,4,5000,299.21,4,0.279074659005627,0.504867666581194
Han22,48,Cabrera et al.(2017),America,30.7667,-87.133300000000006,sorghum,grain,rainfed,867,225,30,7.5,15,sandy loam,1.42,6,20,0.638,9.4,585,8.45,5,22200,1462.6914,4,17900,1071.1718,4,-2.91356705382624,1.03055456107136
Han22,49,Cabrera et al.(2017),America,30.7667,-87.133300000000006,sorghum,grain,rainfed,867,225,30,7.5,15,sandy loam,1.42,6,20,0.638,5.1,585,4.025,8,22200,1462.6914,4,17800,1065.1876,4,-2.98713937222044,1.05768760181684
Han22,50,Cao et al. (2021),China,30.05,199.95,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.36,6.27,34.9,1.2,9.8,585,8.45,1.8,7683,76,3,8475,188,3,4.40710794428795,2.28521670271716
Han22,51,Cao et al. (2021),China,30.05,199.95,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.36,6.27,34.9,1.2,9.8,585,8.45,1.8,7805.7,87.4,3,8689.5,259.9,3,3.63695847487111,1.76895557899473
Han22,52,Cao et al. (2021),China,30.05,199.95,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.36,6.27,34.9,1.2,9.8,585,8.45,1.8,7885.5,92.3,3,8739,31.5,3,9.87491043874916,8.79282134777642
Han22,53,Cao et al. (2021),China,30.05,199.95,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.36,6.27,34.9,1.2,9.8,585,8.45,1.8,8300.8,138.3,3,9721.1,200.1,3,6.58863939487846,4.28418075631203
Han22,54,Cao et al. (2021),China,30.05,199.95,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.36,6.27,34.9,1.2,9.8,585,8.45,1.8,8522.5,194.3,3,9820.5,134.3,3,6.20091161541129,3.87094207184522
Han22,55,Cao et al. (2021),China,30.05,199.95,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.36,6.27,34.9,1.2,9.8,585,8.45,1.8,8136,227,3,9492,151,3,5.61219409457672,3.29139354626682
Han22,56,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,200,100,100,100,sandy loam,1.130700565,6.27,15.76,1.28394350283333,9.8,585,8.45,10,7320,110,3,8260,0.9,3,9.6421901533897,8.41431924617711
Han22,57,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,200,200,100,100,sandy loam,1.130700565,6.27,10.76,1.28394350283333,9.8,585,8.45,5,7110,110,3,7430,0.05,3,3.28255723789799,1.56459850167304
Han22,58,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,200,200,100,100,sandy loam,1.130700565,6.27,14.76,1.28394350283333,9.8,585,8.45,10,7110,190,3,8020,0.12,3,5.4043412487413,3.10057536107056
Han22,59,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,rainfed,421,400,100,100,100,sandy loam,1.130700565,6.27,17.76,1.28394350283333,9.8,585,8.45,15,8230,110,3,8260,0.27,3,0.307738845814145,0.674558599768585
Han22,60,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,400,100,100,100,sandy loam,1.130700565,6.27,13.76,1.28394350283333,9.8,585,8.45,10,8230,200,3,9310,0.03,3,6.09324743376673,3.76063869075874
Han22,61,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,200,100,100,100,sandy loam,1.130700565,6.27,11.76,1.28394350283333,9.8,585,8.45,5,7320,200,3,7730,0.28,3,2.31317502563539,1.11256489160194
Han22,62,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,rainfed,421,200,200,100,100,sandy loam,1.130700565,6.27,18.76,1.28394350283333,9.8,585,8.45,15,7110,100,3,7160,0.1,3,0.564189301453176,0.693192463989519
Han22,63,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,400,200,100,100,sandy loam,1.130700565,6.27,12.76,1.28394350283333,9.8,585,8.45,10,8750,190,3,9430,0.7,3,4.03838224344731,2.02571092868255
Han22,64,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,400,100,100,100,sandy loam,1.130700565,6.27,9.76,1.28394350283333,9.8,585,8.45,5,8230,190,3,8870,0.31,3,3.80085108277123,1.87053907945027
Han22,65,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,400,200,100,100,sandy loam,1.130700565,6.27,8.76,1.28394350283333,9.8,585,8.45,5,8750,200,3,8960,0.19,3,1.1847975908105,0.783645444265863
Han22,66,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,rainfed,421,200,100,100,100,sandy loam,1.130700565,6.27,19.76,1.28394350283333,9.8,585,8.45,15,7320,100,3,7340,0.52,3,0.22567278234371,0.670910683724229
Han22,67,Cao et al. (2022),China,31.95,118.83329999999999,maize,grain,irrigation,421,400,200,100,100,sandy loam,1.130700565,6.27,16.76,1.28394350283333,9.8,585,8.45,15,8750,100,3,8800,0.83,3,0.564170151041574,0.693190663277189
Han22,71,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,141,421,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,15,16781,1105.649747,3,17735,1061.29787,3,0.702391215544303,0.707779451639484
Han22,72,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,141,421,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,60,16744,1103.211928,3,16996,1017.074632,3,0.189503811624343,0.669659307885013
Han22,73,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,141,532,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,15,15072,993.048864,3,15426,923.122692,3,0.294611669098716,0.673899669630761
Han22,74,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,141,532,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,60,15212,1002.273044,3,15406,921.925852,3,0.160747246470276,0.668819973103981
Han22,75,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,158,421,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,15,16299,1073.892213,3,17150,1026.2903,3,0.646444214267955,0.701490843513376
Han22,76,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,158,421,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,60,15312,1008.861744,3,16362,979.134804,3,0.842743054348224,0.725851321304348
Han22,77,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,158,532,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,15,8905,586.723735,3,11127,665.861934,3,2.82515065952654,1.3317896874186
Han22,78,Chen et al. (2023),China,37.866700000000002,102.83329999999999,maize,grain,irrigation and rain,158,532,221.5,226.5,54,sandy loam,1.5,8.37,8.7,1.20333333333333,9.47,585,9.9,60,8700,573.2169,3,10371,620.621382,3,2.23181864073619,1.08175120376146
Han22,79,Chen et al.(2018),China,45.616700000000002,126.65,eggplant,vegetable,irrigation,421,424,72,72,110,clay loam,1.07,6.93,26.9,2.5,8.87,715,6.9,30,61900,3000,3,65300,2000,3,1.06405064718738,0.761016981648324
Han22,80,Cong et al.(2022),China,36.566699999999997,116.83329999999999,wheat,grain,irrigation and rain,100.5,370,225,150,150,loam,1.35,6.27,2.2,1.07,9.48,698.56,12.35,20,8351.29,136.73,3,8722.29,72.19,3,2.70751623605267,1.2775536807074
Han22,81,Cong et al.(2022),China,36.566699999999997,116.83329999999999,wheat,grain,irrigation and rain,100.5,300,225,150,150,loam,1.35,6.27,2.2,1.07,9.48,698.56,12.35,20,6684.88,20.7,3,7488.45,99.17,3,8.9503047801159,7.34232963808046
Han22,82,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,390,198,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,15,9310,613.40797,4,9820,587.64844,4,0.737513666118022,0.533995400481928
Han22,83,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,390,120,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,15,8970,591.00639,4,9520,569.69584,4,0.823060668788984,0.542339304031711
Han22,84,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,390,0,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,15,7440,490.19928,4,9290,555.93218,4,3.0661471188561,1.08757863465435
Han22,85,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,390,198,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,30,9310,613.40797,4,11740,702.54508,4,3.20062667400668,1.14025069414769
Han22,86,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,390,120,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,30,8970,591.00639,4,11220,671.42724,4,3.08999452723201,1.09675413614523
Han22,87,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,390,0,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,30,7440,490.19928,4,9710,581.06582,4,3.66805081953744,1.34091230091933
Han22,88,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,364,244,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,15,10910,718.82717,4,13220,791.11124,4,2.65472068641036,0.940471370178443
Han22,89,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,364,147,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,15,8470,558.06289,4,11420,683.39564,4,4.10724844852379,1.55434311361882
Han22,90,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,364,0,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,15,7020,462.52674,4,8940,534.98748,4,3.33505097366676,1.19516031230972
Han22,91,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,364,244,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,30,10910,718.82717,4,17770,1063.39234,4,6.56534408444188,3.19398393419475
Han22,92,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,364,147,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,30,8470,558.06289,4,15380,920.36996,4,7.88633776005292,4.38714520410228
Han22,93,Danso et al.(2019),Gha,6.1333000000000002,-0.9,maize,grain,irrigation and rain,364,0,100,60,60,sand,1.52,5.5,13.3,1.2,9.8,2550,1,30,7020,462.52674,4,11590,693.56878,4,6.73413414361028,3.33428516650861
Han22,94,Ding Yanhong (2018),China,41.283299999999997,7.7332999999999998,maize,grain,irrigation and rain,50.42,600,750,30,80,silt loam,1.39,7.6,12,0.9,9.28,722.1,15.6,30,13098.5,867.54005883,3,13756.84,840.93030342,3,0.61483726271471,0.698168738301876
Han22,95,Ding Yanhong (2018),China,41.283299999999997,7.7332999999999998,maize,grain,irrigation and rain,119.1,359.82,750,30,80,silt loam,1.39,7.6,12,0.9,9.28,722.1,15.6,30,14158.35,932.32015723,3,14699.81,892.10897708,3,0.473482549055817,0.685348810355033
Han22,96,Ding Yanhong (2018),China,41.283299999999997,7.7332999999999998,maize,grain,irrigation and rain,50.42,600,750,30,80,silt loam,1.39,7.6,12,0.9,9.28,722.1,15.6,30,13167.09,932.85120645,3,14052.51,879.66603002,3,0.779202523366533,0.717263047701731
Han22,97,Ding Yanhong (2018),China,41.283299999999997,7.7332999999999998,maize,grain,irrigation and rain,119.1,359.82,750,30,80,silt loam,1.39,7.6,12,0.9,9.28,722.1,15.6,30,14150.29,863.0208695,3,14907.74,823.23681928,3,0.716604029897725,0.709460111305472
Han22,102,Faloye et al.(2019),Nigeria,7.2667000000000002,5.2167000000000003,maize,grain,irrigation,421,62.68966,100,100,100,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,5480,361.06076,3,6350,379.9967,3,1.87281849443802,0.958954092759092
Han22,103,Faloye et al.(2019),Nigeria,7.2667000000000002,5.2167000000000003,maize,grain,irrigation,421,46.67069,100,100,100,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,4770,314.28099,3,5240,313.57208,3,1.19456453254468,0.785582035201141
Han22,104,Faloye et al.(2019),Nigeria,7.2667000000000002,5.2167000000000003,maize,grain,irrigation,421,58.89655,100,100,100,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,5440,358.42528,3,6000,359.052,3,1.24551730359235,0.795942779462329
Han22,105,Faloye et al.(2019),Nigeria,7.2667000000000002,5.2167000000000003,maize,grain,irrigation,421,37.29341,100,100,100,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,4460,293.85602,3,4920,294.42264,3,1.24779888401891,0.796416837913236
Han22,106,Faloye et al.(2019),Nigeria,7.2667000000000002,5.2167000000000003,maize,grain,irrigation,421,54.89655,100,100,100,sandy clay loam,1.35,5.12,9.4,4.6,9.42,690,10.09,20,4850,319.55195,3,5320,318.35944,3,1.17572783368131,0.781861328241079
Han22,107,Faloye et al.(2019),Nigeria,7.2667000000000002,5.2167000000000003,maize,grain,irrigation,421,28.05986,100,100,100,sandy clay loam,1.35,4.99,11.8,1.8,9.42,690,10.09,20,3760,247.73512,3,4340,259.71428,3,1.82340999475834,0.94373533408205
Han22,108,Guo et al. (2022）,China,36.866700000000002,106,maize,grain,irrigation and rain,174,445,225,120,80,sandy loam,1.4,6.27,8.2,0.7,9.3,439.01,11.83,3,11020,726.07474,3,12580,0.75281236,3,2.42436550611675,1.15646234227073
Han22,109,Guo et al. (2022）,China,36.866700000000002,106,maize,grain,irrigation and rain,174,445,300,120,80,sandy loam,1.4,6.27,8.2,0.7,9.3,439.01,11.83,3,11800,777.4666,3,12480,0.74682816,3,0.986920183604262,0.747834287400456
Han22,110,Guo et al. (2022）,China,36.866700000000002,106,maize,grain,irrigation and rain,174,445,375,120,80,sandy loam,1.4,6.27,8.2,0.7,9.3,439.01,11.83,3,11200,737.9344,3,12040,0.72049768,3,1.2844475722683,0.804150463825493
Han22,111,Guo et al. (2022）,China,36.866700000000002,106,maize,grain,irrigation and rain,187,500,225,120,80,sandy loam,1.4,6.27,8.2,0.7,9.3,439.01,11.83,3.951,13000,856.531,3,14970,0.89583474,3,2.5952426046256,1.22794034807199
Han22,112,Guo et al. (2022）,China,36.866700000000002,106,maize,grain,irrigation and rain,187,500,300,120,80,sandy loam,1.4,6.27,8.2,0.7,9.3,439.01,11.83,4.271,13330,878.27371,3,14820,0.88685844,3,1.91430539554277,0.972047095617015
Han22,113,Guo et al. (2022）,China,36.866700000000002,106,maize,grain,irrigation and rain,187,500,375,120,80,sandy loam,1.4,6.27,8.2,0.7,9.3,439.01,11.83,4.792,13240,872.34388,3,14100,0.8437722,3,1.11241180457689,0.769788335246835
Han22,138,He et al.(2018),China,31.2,120.8,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,15,4713,74,4,5088,156,4,2.66798803657925,0.944885010208125
Han22,139,He et al.(2018),China,31.2,120.8,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,7.5,4713,74,4,4913,83,4,2.20943435013401,0.805100009222007
Han22,140,He et al.(2018),China,31.2,120.8,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,7.5,4888,72,4,5013,151,4,0.917900325330994,0.552658812952672
Han22,141,He et al.(2018),China,31.2,120.8,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,15,4888,72,4,5313,288,4,1.75865292753488,0.693303757470438
Han22,142,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,281,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5294.45,252.69,4,6294.15,333.15,4,2.93694640023005,1.03910338486402
Han22,143,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,281,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5294.45,252.69,4,6446.75,380.01,4,3.10177982635027,1.1013148806971
Han22,144,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,284,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5587.58,280.64,4,6297.49,411.04,4,1.75217440238679,0.691882196023719
Han22,145,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,284,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5587.58,280.64,4,6223.54,415.04,4,1.55928819137766,0.651961228985614
Han22,146,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,380,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,4144.28,318.89,4,4215,283.62,4,0.203562754839504,0.502589862197366
Han22,147,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,380,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,4144.28,318.89,4,4755.29,393.52,4,1.48187465996854,0.637247031741055
Han22,148,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,252,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,7259,347.81,4,7127.67,278.02,4,-0.362315559024187,0.508204535269438
Han22,149,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,252,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,7259,347.81,4,6985.26,319.1,4,-0.712413505376384,0.531720812665167
Han22,150,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,293,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5587.58,385.21,4,6691.47,244.71,4,2.97139843587271,1.05182554154417
Han22,151,Hu et al. (2021),China,34.333300000000001,108.4,maize,grain,rainfed,293,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5587.58,385.21,4,6756.94,283.610000000001,4,3.00295001796491,1.06360680064972
Han22,152,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,234,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5152.88,411.87,4,8036.86,291.56,4,7.02058942521697,3.58054224234177
Han22,153,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,234,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5152.88,411.87,4,7080.97,459.78,4,3.83701319664901,1.42016689195367
Han22,154,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,203,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,4076.48,744.11,4,4104.72,667.62,4,0.0347008150676939,0.500075259160398
Han22,155,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,203,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,4076.48,744.11,4,4931.65,678.06,4,1.04350908408037,0.56805695053489
Han22,156,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,303,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5485.32,744.110000000001,4,6059.76,413.21,4,0.829069561401611,0.542959771102666
Han22,157,Hu et al. (2021),China,34.333300000000001,108.4,wheat,grain,rainfed,303,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5485.32,744.110000000001,4,6377.09,473.01,4,1.24241904433358,0.596475317607673
Han22,158,"Kalu, Subin （2022）",Finland,60.8,23.4833,oats,grain,rainfed,312,225,90,100,80,clay,1.01,6.27,7.34,5.33666666666667,8.2,585,8.45,15,1740,40,5,1810,40,5,1.57973083393372,0.524777475384046
Han22,159,"Kalu, Subin （2022）",Finland,60.8,23.4833,barley,grain,rainfed,289,225,98,100,80,sandy clay loam,1.01,6.27,7.34,5.33666666666667,10.8,585,8.45,15,5940,580,4,6200,820,4,0.317994038011904,0.506320013013195
Han22,160,"Kalu, Subin （2022）",Finland,60.8,23.4833,oats,grain,rainfed,313,225,80,100,80,clay,1.01,6.27,7.34,5.33666666666667,9.8,585,8.45,15,2110,60,3,3190,290,3,4.11508696915748,2.07782839697747
Han22,161,Li et al.  (2014),China,40.85,111.7333,tomato,vegetable,irrigation and rain,421,105,408,163,300,sandy loam,1.39,7.85,6.66,0.946666666666667,9.8,471.7,7.1,10,7258.05,478.21114035,3,9233.25,552.5361465,3,3.05002073380307,1.44188553971905
Han22,162,Li et al.  (2014),China,40.85,111.7333,tomato,vegetable,irrigation and rain,421,105,408,163,300,sandy loam,1.39,7.85,6.66,0.946666666666667,9.8,471.7,7.1,20,7258.05,478.21114035,3,10452.51,1223.91910342,3,2.74314404476498,1.29373660419413
Han22,163,Li et al.  (2014),China,40.85,111.7333,tomato,vegetable,irrigation and rain,421,105,408,163,300,sandy loam,1.39,7.85,6.66,0.946666666666667,9.8,471.7,7.1,40,7258.05,478.21114035,3,11332.47,678.15766974,3,5.54041733047583,3.22468534965307
Han22,164,Li et al.  (2014),China,40.85,111.7333,tomato,vegetable,irrigation and rain,421,105,408,163,300,sandy loam,1.39,7.85,6.66,0.946666666666667,9.8,471.7,7.1,60,7258.05,478.21114035,3,10860.03,649.88591526,3,5.03724786452095,2.78115550405174
Han22,165,Li xiu (2019),China,34.333300000000001,108.4,wheat,grain,irrigation and rain,421,225,225,122.5,80,loam,1.44,6.27,11.17,0.95,9.8,489.6,10.7,2.25,6508.2,260.5,3,7668.8,342.5,3,3.0433816429855,1.43851431873843
Han22,166,Li xiu (2019),China,34.333300000000001,108.4,wheat,grain,irrigation and rain,421,225,225,122.5,80,loam,1.44,6.27,11.17,0.95,9.8,489.6,10.7,2.25,3532.8,881.7,3,4290.7,240.28,3,0.935815185330478,0.739645838424593
Han22,183,Lu et al. (2021),China,35.283299999999997,108,wheat,grain,irrigation and rain,288.1,130,150,120,130,loam,1.29,8.44,1.47,0.52,9.8,249,8.46,15,4938.27,325.36779549,3,5679.01,339.84331642,3,1.77653413785399,0.929672795246718
