meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rainfallmm,irrigation_amountmm,n_fertilizerkg_ha,p_fertilizerkg_ha,k_fertilizerkg_ha,soil_texture,bulk_densityg_cm3,s_phwater,s_socg_kg,s_tng_kg,s_c:n,b_phwater,b_totalcg_kg,b_totalng_kg,b_c:n,biochar_ratet_ha,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n
,329,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,256.2,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,30,40888.89,2694.04629543,3,57180.55,3421.7984731,3,185.41,10.68999896,3,197.67,10.40811618,3,,,,,,,,,,,,,1.42913,0.0310600000000001,3,1.30097,0.0427199999999999,3
,330,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,256.2,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,50,40888.89,2694.04629543,3,47194.45,2824.2102769,3,185.41,10.68999896,3,210.44,11.08050776,3,,,,,,,,,,,,,1.42913,0.0310600000000001,3,1.2932,0.0233000000000001,3
,331,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,304,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,10,44416.66,2926.48047742,3,50236.11,3006.22929462,3,211.76,12.20923456,3,227.81,11.99510774,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.35146,0.0427200000000001,3
,332,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,304,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,20,44416.66,2926.48047742,3,55472.22,3319.56858924,3,211.76,12.20923456,3,201.53,10.61136062,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.33204,0.0232999999999999,3
,333,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,304,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,30,44416.66,2926.48047742,3,57263.89,3426.78570538,3,211.76,12.20923456,3,199.49,10.50394646,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.2932,0.0232999999999999,3
,334,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,304,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,50,44416.66,2926.48047742,3,49083.33,2937.24463386,3,211.76,12.20923456,3,200.96,10.58134784,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.28155,0.01553,3
,335,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,276,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,10,55680.56,3668.62505672,3,58930.56,3526.52257152,3,255.79,14.74782824,3,187.13,9.85314302,3,,,,,,,,,,,,,1.45981,0.02701,3,1.38264,0.0193000000000001,3
,336,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,276,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,20,55680.56,3668.62505672,3,72819.44,4357.66092848,3,255.79,14.74782824,3,194.53,10.24278262,3,,,,,,,,,,,,,1.45981,0.02701,3,1.33248,0.0385900000000001,3
,337,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,276,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,30,55680.56,3668.62505672,3,69402.78,4153.20116076,3,255.79,14.74782824,3,189.31,9.96792874,3,,,,,,,,,,,,,1.45981,0.02701,3,1.31318,0.04244,3
,338,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,276,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,50,55680.56,3668.62505672,3,67013.89,4010.24520538,3,255.79,14.74782824,3,265.77,13.99385358,3,,,,,,,,,,,,,1.45981,0.02701,3,1.30161,0.01929,3
,339,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,331,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,10,57805.56,3808.63493172,3,60888.89,3643.71295538,3,264.74,15.26384944,3,236.9,12.4737326,3,,,,,,,,,,,,,1.42122,0.03087,3,1.35177,0.0192899999999998,3
,340,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,331,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,20,57805.56,3808.63493172,3,77027.78,4609.49641076,3,264.74,15.26384944,3,222.23,11.70129842,3,,,,,,,,,,,,,1.42122,0.03087,3,1.31318,0.0385800000000001,3
,341,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,331,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,30,57805.56,3808.63493172,3,74263.89,4444.09970538,3,264.74,15.26384944,3,205.81,10.83671974,3,,,,,,,,,,,,,1.42122,0.03087,3,1.29389,0.04244,3
,342,Yang Ling (2022),,China,38.25,109.7833,field,potato,vegetable,irrigation and rain,,331,150,60,225,sandy loam,1.62,8.1,4.31,,,,764.31,,,50,57805.56,3808.63493172,3,70333.33,4208.88713386,3,264.74,15.26384944,3,243.83,12.83862482,3,,,,,,,,,,,,,1.42122,0.03087,3,1.27074,0.01929,3
,343,Yeboah et al. (2017),,China,35.4667,104.7333,field,wheat,grain,rainfed,164,,50,,,sandy loam,,8.3000000000000007,7.65,,,,,,,15,1539.67,44.44,3,1905.17,40.06,3,30.7934,2.1873417968,3,38.1034,2.0476508752,3,,,,,,,,,,,,,,,,,,
,344,Yeboah et al. (2017),,China,35.4667,104.7333,field,wheat,grain,rainfed,164,,50,,,sandy loam,,8.3000000000000007,7.65,,,,,,,4.5,1539.67,44.44,3,1852.33,138.77,3,30.7934,2.1873417968,3,37.0466,2.2465671564,3,,,,,,,,,,,,,,,,,,
,345,Yeboah et al. (2017),,China,35.4667,104.7333,field,wheat,grain,rainfed,252,,50,,,sandy loam,,8.3000000000000007,7.65,,,,,,,4.5,1896.89,162.87,3,1944.44,202.08,3,37.9378,1.7754242704,3,38.8888,1.9506516764,3,,,,,,,,,,,,,,,,,,
,346,Yeboah et al. (2017),,China,35.4667,104.7333,field,wheat,grain,rainfed,252,,50,,,sandy loam,,8.3000000000000007,7.65,,,,,,,15,1896.89,162.87,3,2133.33,210.51,3,37.9378,1.7754242704,3,42.6666,2.0062964236,3,,,,,,,,,,,,,,,,,,
,347,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,20,,,107.8,2.7,3,150,4.7,3,2.05333333333333,0.118386986666667,3,2.85714285714286,0.15044,3,,,,,,,,,,,,,,,,,,
,348,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,23,,,107.8,2.7,3,143.1,6.3,3,2.05333333333333,0.118386986666667,3,2.72571428571429,0.14351976,3,,,,,,,,,,,,,,,,,,
,349,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,17,,,107.8,2.7,3,146.9,20.7,3,2.05333333333333,0.118386986666667,3,2.79809523809524,0.147330906666667,3,,,,,,,,,,,,,,,,,,
,350,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,30,,,100.8,3.7,3,128.1,1.6,3,1.92,0.11069952,3,2.44,0.12847576,3,,,,,,,,,,,,,,,,,,
,351,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,24,,,100.8,3.7,3,103.7,6.8,3,1.92,0.11069952,3,1.9752380952381,0.104004186666667,3,,,,,,,,,,,,,,,,,,
,352,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,27,,,100.8,3.7,3,135.2,9.1,3,1.92,0.11069952,3,2.5752380952381,0.135596586666667,3,,,,,,,,,,,,,,,,,,
,353,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,18,,,75.8,5.3,3,101.4,7.1,3,1.44380952380952,0.0832442819047619,3,1.93142857142857,0.10169744,3,,,,,,,,,,,,,,,,,,
,354,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,15,,,75.8,5.3,3,89.4,9.1,3,1.44380952380952,0.0832442819047619,3,1.70285714285714,0.08966224,3,,,,,,,,,,,,,,,,,,
,355,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,21,,,75.8,5.3,3,118.1,22.4,3,1.44380952380952,0.0832442819047619,3,2.24952380952381,0.118446426666667,3,,,,,,,,,,,,,,,,,,
,356,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,25,,,110.7,6.6,3,122.5,4.4,3,2.10857142857143,0.121571794285714,3,2.33333333333333,0.122859333333333,3,,,,,,,,,,,,,,,,,,
,357,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,31,,,110.7,6.6,3,139.7,5.7,3,2.10857142857143,0.121571794285714,3,2.66095238095238,0.140109786666667,3,,,,,,,,,,,,,,,,,,
,358,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,28,,,110.7,6.6,3,147.9,6.7,3,2.10857142857143,0.121571794285714,3,2.81714285714286,0.14833384,3,,,,,,,,,,,,,,,,,,
,359,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,29,,,123.8,6.9,3,162.9,5.5,3,2.35809523809524,0.135958339047619,3,3.10285714285714,0.16337784,3,,,,,,,,,,,,,,,,,,
,360,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,26,,,123.8,6.9,3,140.7,8.9,3,2.35809523809524,0.135958339047619,3,2.68,0.14111272,3,,,,,,,,,,,,,,,,,,
,361,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,32,,,123.8,6.9,3,168.2,11.1,3,2.35809523809524,0.135958339047619,3,3.20380952380952,0.168693386666667,3,,,,,,,,,,,,,,,,,,
,362,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,22,,,100.8,22.5,3,120.5,7.9,3,1.92,0.11069952,3,2.2952380952381,0.120853466666667,3,,,,,,,,,,,,,,,,,,
,363,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,16,,,100.8,22.5,3,116.7,10,3,1.92,0.11069952,3,2.22285714285714,0.11704232,3,,,,,,,,,,,,,,,,,,
,364,Zhang et al. (2021),,China,31.95,118.83329999999999,pot,tomato,vegetable,irrigation,,,52.5,52.5,52.5,clay loam,1.44,,11.83,0.19,62.2631578947368,,,19,,,100.8,22.5,3,124.9,14.2,3,1.92,0.11069952,3,2.37904761904762,0.125266373333333,3,,,,,,,,,,,,,,,,,,
,365,Zhang et al.(2016),,China,38.3,112.7167,field,maize,grain,rainfed,325,,217,145.5,,,1.29,8.4,4.3,0.4,10.75,8.12,8.46,0.64,13.21875,40,8710,550,3,9830,370,3,40.1382488479263,2.31421087557604,3,45.2995391705069,2.38520193548387,3,4.57,0.68,3,6.11,0.61,3,1.26,0.01,3,1.23,0.08,3,,,,,,
,366,Zhang et al.(2016),,China,38.3,112.7167,field,maize,grain,rainfed,325,,217,145.5,,,1.29,8.4,4.3,0.4,10.75,8.13,6.2,0.63,9.84126984126984,20,8710,550,3,9610,560,3,40.1382488479263,2.31421087557604,3,44.2857142857143,2.33182,3,4.57,0.68,3,8.67,1.75,3,1.26,0.01,3,1.06,0.05,3,,,,,,
,367,Zhang et al.(2016),,China,38.3,112.7167,field,maize,grain,rainfed,377,,217,145.5,,,1.17,8.4,4.3,0.4,10.75,8.38,9.11,0.67,13.5970149253731,40,8500,820,3,9510,640,3,39.1705069124424,2.25841474654378,3,43.8248847926267,2.30755548387097,3,5.54,0.82,3,8.45,0.53,3,1.14,0.07,3,1.1,0.06,3,,,,,,
,368,Zhang et al.(2016),,China,38.3,112.7167,field,maize,grain,rainfed,377,,217,145.5,,,1.17,8.4,4.3,0.4,10.75,8.42,7.7,0.61,12.6229508196721,20,8500,820,3,8490,1710,3,39.1705069124424,2.25841474654378,3,39.1244239631336,2.06005741935484,3,5.54,0.82,3,9.48,0.84,3,1.14,0.07,3,1,0.06,3,,,,,,
,369,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,608.9,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,0.75,58.9,3.8807443,3,84.27,5.04288534,3,12.3247541326637,0.71059602427286,3,17.6333961079724,0.928468838669177,3,,,,,,,,,,,,,,,,,,
,370,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,608.9,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,1.5,58.9,3.8807443,3,69.31,4.14764902,3,12.3247541326637,0.71059602427286,3,14.5030341075539,0.763642757899142,3,,,,,,,,,,,,,,,,,,
,371,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,608.9,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,0.75,53.78,3.54340286,3,75.55,4.5210631,3,11.2534002929483,0.648826047290228,3,15.8087465997071,0.832393743460975,3,,,,,,,,,,,,,,,,,,
,372,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,608.9,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,1.5,53.78,3.54340286,3,74.06,4.43189852,3,11.2534002929483,0.648826047290228,3,15.4969658924461,0.815977242100858,3,,,,,,,,,,,,,,,,,,
,373,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,608.9,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,0.75,50.21,3.30818627,3,54.19,3.24283798,3,10.506382088303,0.605755965683197,3,11.3391922996443,0.59705383134547,3,,,,,,,,,,,,,,,,,,
,374,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,608.9,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,1.5,50.21,3.30818627,3,57.67,3.45108814,3,10.506382088303,0.605755965683197,3,12.0673781125759,0.635395727139569,3,,,,,,,,,,,,,,,,,,
,375,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,312.60000000000002,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,0.75,80.44,5.29995028,3,106.73,6.38693666,3,16.831973216154,0.970464247750576,3,22.3331240845365,1.17592831554719,3,,,,,,,,,,,,,,,,,,
,376,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,312.60000000000002,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,1.5,80.44,5.29995028,3,102.64,6.14218288,3,16.831973216154,0.970464247750576,3,21.4772965055451,1.13086557020297,3,,,,,,,,,,,,,,,,,,
,377,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,312.60000000000002,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,0.75,64.62,4.25761794,3,98.78,5.91119276,3,13.5216572504708,0.779604670433145,3,20.6695961498221,1.08833691567274,3,,,,,,,,,,,,,,,,,,
,378,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,312.60000000000002,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,1.5,64.62,4.25761794,3,100.66,6.02369572,3,13.5216572504708,0.779604670433145,3,21.0629838878426,1.10905035363047,3,,,,,,,,,,,,,,,,,,
,379,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,312.60000000000002,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,0.75,57.55,3.79179685,3,73.95,4.4253159,3,12.0422682569575,0.694309018623143,3,15.473948524796,0.814765285624608,3,,,,,,,,,,,,,,,,,,
,380,Zheng et al. (2021),,China,41.8833,123.7333,pot,peanut,industrial crop,irrigation and rain,312.60000000000002,,90,105,90,sandy loam,1.45,7.8,12.5,0.76,16.4473684210526,,200,100,2,1.5,57.55,3.79179685,3,77.88,4.66049496,3,12.0422682569575,0.694309018623143,3,16.2962962962963,0.858065185185185,3,,,,,,,,,,,,,,,,,,
,381,Zhou et al.(2021),,China,31.25,119.7167,field,water spich,vegetable,rainfed,568.20000000000005,,200,41.67,80,silt loam,1.05,7.3,27.6,1,27.6,10.01,537.5,6.2,86.6935483870968,0.4,209600,13809.9152,3,262800,15726.4776,3,1048,60.423488,3,1314,69.187356,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liu22,382,Dong et al. (2015),,,,,field,rice,grain,flooded,,,200,,,,,5.9,,,,9.81,,,141.050847457627,22.5,7.73,0.48,4,8.03,0.18,4,33.3,2.4,4,40.15,0.9,4,,,,,,,,,,,,,,,,,,
,383,Dong et al. (2015),,,,,field,rice,grain,flooded,,,200,,,sand,,5.9,,,,10.2,,,47.9439252336449,22.5,7.73,0.48,4,8.6,0.29,4,33.3,2.4,4,43,1.45,4,,,,,,,,,,,,,,,,,,
,384,Dong et al. (2015),,,,,field,rice,grain,flooded,,,200,,,sand,,5.9,,,,9.81,,,141.050847457627,22.5,7.71,1.16,4,7.92,0.75,4,38.65,5.8,4,39.6,3.75,4,,,,,,,,,,,,,,,,,,
,385,Dong et al. (2015),,,,,field,rice,grain,flooded,,,200,,,sand,,5.9,,,,10.2,,,47.9439252336449,22.5,7.71,1.16,4,8.82,0.79,4,38.65,5.8,4,44.1,3.95,4,,,,,,,,,,,,,,,,,,
,386,Dong et al. (2015),,,,,field,rice,grain,flooded,,,,,,sand,,5.9,,,,9.81,,,141.050847457627,22.5,6.66,0.21,4,6.8,0.57,4,,,4,,,4,,,,,,,,,,,,,,,,,,
,387,Dong et al. (2015),,,,,field,rice,grain,flooded,,,,,,sand,,5.9,,,,10.2,,,47.9439252336449,22.5,6.66,0.21,4,7.98,0.55,4,,,4,,,4,,,,,,,,,,,,,,,,,,
,388,Dong et al. (2015),,,,,field,rice,grain,flooded,,,,,,sand,,5.9,,,,9.81,,,141.050847457627,22.5,6.98,0.52,4,7.45,0.91,4,,,4,,,4,,,,,,,,,,,,,,,,,,
,389,Dong et al. (2015),,,,,field,rice,grain,flooded,,,,,,sand,,5.9,,,,10.2,,,47.9439252336449,22.5,6.98,0.52,4,8.49,0.39,4,,,4,,,4,,,,,,,,,,,,,,,,,,
,390,Sun et al. (2017),,,,,field,rice,grain,flooded,,,225,,,,,6.52,,,,8.9,,,282.608695652174,10,7.98,0.1,3,8.04,0.3,3,35.4666666666667,0.444444444444444,3,35.7333333333333,1.33333333333333,3,,,,,,,,,,,,,,,,,,
,391,Sun et al. (2017),,,,,field,rice,grain,flooded,,,225,,,,,6.52,,,,8.9,,,282.608695652174,10,7.98,0.1,3,8.13,0.13,3,35.4666666666667,0.444444444444444,3,36.1333333333333,0.577777777777778,3,,,,,,,,,,,,,,,,,,
,392,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,6.21,,,,9.85,,,,20,5.08,0.07,3,5.29,0.44,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,393,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,6.21,,,,9.85,,,,40,5.08,0.07,3,5,0.15,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,394,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,6.21,,,,9.85,,,,20,7.3,0.43,3,7.62,0.32,3,30.4166666666667,1.79166666666667,3,31.75,1.33333333333333,3,,,,,,,,,,,,,,,,,,
,395,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,6.21,,,,9.85,,,,40,7.3,0.43,3,7.11,0.63,3,30.4166666666667,1.79166666666667,3,29.625,2.625,3,,,,,,,,,,,,,,,,,,
,396,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,6.21,,,,9.85,,,,20,6.38,0.4,3,6.36,0.2,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,397,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,6.21,,,,9.85,,,,40,6.38,0.4,3,6.36,0.71,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,398,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,6.21,,,,9.85,,,,20,7.85,0.26,3,7.74,0.52,3,32.7083333333333,1.08333333333333,3,32.25,2.16666666666667,3,,,,,,,,,,,,,,,,,,
,399,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,6.21,,,,9.85,,,,40,7.85,0.26,3,8.17,0.13,3,32.7083333333333,1.08333333333333,3,34.0416666666667,0.541666666666667,3,,,,,,,,,,,,,,,,,,
,400,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,4.8899999999999997,,,,9.85,,,,20,5.6,0.16,3,5.83,0.6,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,401,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,4.8899999999999997,,,,9.85,,,,40,5.6,0.16,3,5.86,0.52,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,402,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,4.8899999999999997,,,,9.85,,,,20,6.37,0.36,3,6.6,0.6,3,26.5416666666667,1.5,3,27.5,2.5,3,,,,,,,,,,,,,,,,,,
,403,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,4.8899999999999997,,,,9.85,,,,40,6.37,0.36,3,7.28,0.81,3,26.5416666666667,1.5,3,30.3333333333333,3.375,3,,,,,,,,,,,,,,,,,,
,404,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,4.8899999999999997,,,,9.85,,,,20,6.67,0.14,3,6.63,0.13,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,405,Qu et al. (2012),,,,,field,rice,grain,,,,0,,,,,4.8899999999999997,,,,9.85,,,,40,6.67,0.14,3,6.8,0.18,3,,,3,,,3,,,,,,,,,,,,,,,,,,
,406,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,4.8899999999999997,,,,9.85,,,,20,7.92,0.29,3,8.33,0.14,3,33,1.20833333333333,3,34.7083333333333,0.583333333333333,3,,,,,,,,,,,,,,,,,,
,407,Qu et al. (2012),,,,,field,rice,grain,,,,240,,,,,4.8899999999999997,,,,9.85,,,,40,7.92,0.29,3,8.55,0.18,3,33,1.20833333333333,3,35.625,0.75,3,,,,,,,,,,,,,,,,,,
,408,Liu et al. (2016),,,,,field,rice,grain,flooded,,,150,,,,,6.15,,,,9.8,,,125.942028985507,5.18,5.45,0.22,3,5.71,0.16,3,30.2777777777778,1.22222222222222,3,38.0666666666667,0.888888888888889,3,,,,,,,,,,,,,,,,,,
,409,Liu et al. (2016),,,,,field,rice,grain,flooded,,,150,,,,,6.16,,,,10.2,,,56.1842105263158,10.5,5.45,0.22,3,6.03,0.25,3,30.2777777777778,1.22222222222222,3,40.2,1.38888888888889,3,,,,,,,,,,,,,,,,,,
,410,Liu et al. (2016),,,,,field,rice,grain,flooded,,,180,,,,,6.16,,,,9.8,,,125.942028985507,5.18,8.32,0.3,3,8.69,0.24,3,46.2222222222222,1.66666666666667,3,48.2777777777778,1.33333333333333,3,,,,,,,,,,,,,,,,,,
,411,Liu et al. (2016),,,,,field,rice,grain,flooded,,,180,,,,,6.16,,,,10.2,,,56.1842105263158,10.5,8.32,0.3,3,9.03,0.35,3,46.2222222222222,1.66666666666667,3,50.1666666666667,1.94444444444444,3,,,,,,,,,,,,,,,,,,
,412,Zhang et al. (2010),,,,,field,rice,grain,irrigation,,,300,,,,,6.5,,,,10.4,,,79.1525423728814,10,9.1,0.63,3,9.9,0.22,3,28.6666666666667,2.56189228719268,3,33,2.78843019118259,3,,,,,,,,,,,,,,,,,,
,413,Zhang et al. (2010),,,,,field,rice,grain,irrigation,,,300,,,,,6.5,,,,10.4,,,79.1525423728814,40,9.1,0.63,3,10.2,0.36,3,28.6666666666667,2.56189228719268,3,34,2.87292807576388,3,,,,,,,,,,,,,,,,,,
,414,Zhang et al. (2010),,,,,field,rice,grain,irrigation,,,0,,,,,6.5,,,,10.4,,,79.1525423728814,10,8.6,0.38,3,9.6,0.19,3,,1.26666666666667,3,,0.633333333333333,3,,,,,,,,,,,,,,,,,,
,415,Zhang et al. (2010),,,,,field,rice,grain,irrigation,,,0,,,,,6.5,,,,10.4,,,79.1525423728814,40,8.6,0.38,3,9.8,0.26,3,,1.26666666666667,3,,0.866666666666667,3,,,,,,,,,,,,,,,,,,
,416,Sun et al. (2019),,,,,pot,rice,grain,flooded,,,240,,,,,6.38,,,,9.51,,,,20,11.1,0.9,3,9.7,0.5,3,46.25,3.75,3,40.4166666666667,2.08333333333333,3,,,,,,,,,,,,,,,,,,
,417,Sun et al. (2019),,,,,pot,rice,grain,flooded,,,240,,,,,5.05,,,,9.51,,,,20,10.8,0.5,3,10.4,0.8,3,45,2.08333333333333,3,43.3333333333333,3.33333333333333,3,,,,,,,,,,,,,,,,,,
,418,Pandey et al. (2014),,,,,field,rice,grain,irrigation,,,100,,,,,5.7,,,,10.1,,,110,6.7,5.25,0.7,3,4.95,0.36,3,52.5,7,3,49.5,3.6,3,,,,,,,,,,,,,,,,,,
,419,Pandey et al. (2014),,,,,field,rice,grain,irrigation,,,100,,,,,5.7,,,,10.1,,,110,6.7,5.57,0.86,3,5.42,0.31,3,55.7,8.6,3,54.2,3.1,3,,,,,,,,,,,,,,,,,,
