moderator 1,ES,SE,n,N pool.x,SOC.x,WHC.x,wm_Y,wm_bulk density,wm_porosity,wm_soil ph,wm_soil water content,N pool.y,SOC.y,WHC.y,wm_sd_Y,wm_sd_bulk density,wm_sd_porosity,wm_sd_soil ph,wm_sd_soil water content
bc n content,-6.25,0.366175178205253,4,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-3.36538461538462,2.70969631871887,2,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,2.26666666666666,2.90249433106576,1,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,4.04444444444444,1.26984126984127,3,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,4.22222222222222,0.907029478458051,3,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,4.75555555555555,2.08616780045351,3,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,6,1.99546485260771,1,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,7.6,1.26984126984127,2,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,8.84444444444444,1.63265306122448,2,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,9.02222222222222,1.81405895691608,1,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,10.9777777777777,0.816326530612224,9,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,13.6444444444444,1.08843537414964,7,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc n content,29.8222222222222,2.81179138321995,1,,,,,,8.54776165108148,,,,,,,,0.401425977003036,,
bc ph,17.4836601307189,1.56985871271584,154,,,17.8150466887913,,,,,,,,0.935531392911005,,,,,
bc ph,17.6588628762541,0.43470302919375,154,,,,17.9495735723039,,,,,,,,0.2623329583786,,,,
bc ph,18.1333333333333,0.388944815594413,154,18.6238133121188,,,,,,,,0.241347624714153,,,,,,,
bc ph,18.6274509803921,1.73805786050684,127,,,17.8150466887913,,,,,,,,0.935531392911005,,,,,
bc ph,18.7290969899665,0.503340349592755,127,,,,17.9495735723039,,,,,,,,0.2623329583786,,,,
bc ph,20.2666666666666,0.503340349592755,127,18.6238133121188,,,,,,,,0.241347624714153,,,,,,,
bc ph,7.22772277227722,2.1473515996937,128,,,,10.9671033109489,,,,,,,,1.40978052951295,,,,
bc ph,8.01980198019802,2.38039750973799,105,,,,10.9671033109489,,,,,,,,1.40978052951295,,,,
bc ph,8.13895781637717,2.64673569264571,102,12.7566959614481,,,,,,,,1.78743758017672,,,,,,,
bc ph,11.6129032258064,3.14611978559775,73,12.7566959614481,,,,,,,,1.78743758017672,,,,,,,
bc ph,23.09,3.01785714285714,74,,,,10.9671033109489,,,,,,,,1.40978052951295,,,,
bc ph,23.95,3.80102040816327,59,12.7566959614481,,,,,,,,1.78743758017672,,,,,,,
bulk density,-1.51001540832049,2.39724947165883,31,,,14.3196168231709,,,,,,,,0.692809461032767,,,,,
bulk density,8.59784283513097,4.76295618711163,12,,,14.3196168231709,,,,,,,,0.692809461032767,,,,,
bulk density,10.4468412942989,5.29918304261426,8,,,14.3196168231709,,,,,,,,0.692809461032767,,,,,
bulk density,13.9024390243902,0.439110070257602,145,15.9756097560975,,,,,,,,0.219555035128801,,,,,,,
bulk density,14.4649446494464,1.59517901453385,121,,,14.3196168231709,,,,,,,,0.692809461032767,,,,,
bulk density,15.940959409594,0.46499612503227,121,,,,17.5045171141365,,,,,,,,0.245749613953447,,,,
bulk density,17.1217712177121,1.39261659998987,145,,,14.3196168231709,,,,,,,,0.692809461032767,,,,,
bulk density,18.0487804878048,0.439110070257602,121,15.9756097560975,,,,,,,,0.219555035128801,,,,,,,
bulk density,19.4833948339483,0.523120640661327,145,,,,17.5045171141365,,,,,,,,0.245749613953447,,,,
bulk density,25.6086286594761,8.95814276251459,6,,,14.3196168231709,,,,,,,,0.692809461032767,,,,,
climate,1.24,0.635204081632653,46,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,1.36752136752136,2.80685340038594,46,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
climate,5.55,2.8469387755102,112,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,6.49572649572649,1.81275948774923,112,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
climate,11.97,0.507385274551811,107,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,12.09,0.634231593189745,64,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,12.4786324786324,2.33904450032159,64,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
climate,12.8205128205128,1.9004736565113,107,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
climate,14.3589743589743,2.22209227530554,70,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
climate,15.48,0.63423159318977,70,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,15.8974358974358,1.72504531898719,118,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
climate,15.96,1.22618108016689,118,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,18.34,1.04591836734694,151,,,,11.2118402392996,,,,,,,,0.276951376707417,,,,
climate,18.8034188034188,1.63733115022515,151,,,12.8961675156189,,,,,,,,0.7448441691052,,,,,
crop type,9.28213689482471,0.715478177915566,175,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,10.0507614213197,0.358037952022916,236,14.2475555146783,,,,,,,,0.233419636260526,,,,,,,
crop type,10.73,0.584183673469387,378,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,11.61,0.338256849701199,236,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,11.6239316239316,1.14028419390677,236,,,14.0075047282414,,,,,,,,0.929741156030329,,,,,
crop type,12.04,0.64030612244898,301,14.2475555146783,,,,,,,,0.233419636260526,,,,,,,
crop type,15.8974358974358,1.8712356002573,112,,,14.0075047282414,,,,,,,,0.929741156030329,,,,,
crop type,16.69,0.993629495997296,33,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,17.1118530884808,1.10302885761982,67,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,17.4624373956594,4.82947770093012,10,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,17.6649746192893,0.402792696025765,112,14.2475555146783,,,,,,,,0.233419636260526,,,,,,,
crop type,18.99,0.486244221445484,112,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,22.994923857868,0.716075904045817,33,14.2475555146783,,,,,,,,0.233419636260526,,,,,,,
crop type,26.6666666666666,3.12847201918015,33,,,14.0075047282414,,,,,,,,0.929741156030329,,,,,
crop type,40.8347245409015,1.99737658001431,59,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
crop type,48.0801335559265,2.7128547579299,26,,,,13.9108546422167,,,,,,,,0.222953875166702,,,,
particle size,-12.2558922558922,1.25827357970213,11,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-11.8518518518518,1.1031439602868,25,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-11.1784511784511,1.34445670159954,4,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-10.7744107744107,5.3950634307777,1,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-9.96632996632996,1.37892995035852,10,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-8.41750841750841,5.2226971869829,1,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-7.67676767676767,2.05115830115828,6,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-7.47474747474747,0.775648097076669,5,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-6.5993265993266,0.879067843353559,12,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-6.12794612794612,1.08590733590734,3,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-4.71380471380471,1.43063982349697,5,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,-3.7037037037037,1.05143408714837,2,,,,,-7.86498022418683,,,,,,,,0.352703667830922,,,
particle size,2.24215246636771,3.06580031115585,3,,,,,,14.1562061485792,,,,,,,,0.537656193534632,,
particle size,8.69955156950672,1.05243891278484,6,,,,,,14.1562061485792,,,,,,,,0.537656193534632,,
particle size,10.134529147982,1.51002104877824,2,,,,,,14.1562061485792,,,,,,,,0.537656193534632,,
particle size,12.6457399103139,1.37274640798022,7,,,,,,14.1562061485792,,,,,,,,0.537656193534632,,
particle size,18.9237668161434,0.869406058387474,12,,,,,,14.1562061485792,,,,,,,,0.537656193534632,,
particle size,29.6860986547085,2.51670174796375,5,,,,,,14.1562061485792,,,,,,,,0.537656193534632,,
soil C:N,7.39,1.58163265306122,49,10.4144247254109,,,,,,,,0.861136028241558,,,,,,,
soil C:N,8.23,1.53061224489796,54,,,,9.23890059693611,,,,,,,,0.752307505697413,,,,
soil C:N,9.26,1.06122448979592,108,,,,9.23890059693611,,,,,,,,0.752307505697413,,,,
soil C:N,10.15,1.48724489795918,52,,,,9.23890059693611,,,,,,,,0.752307505697413,,,,
soil C:N,11.49,1.30612244897959,67,10.4144247254109,,,,,,,,0.861136028241558,,,,,,,
soil C:N,12.01,1.66071428571429,40,10.4144247254109,,,,,,,,0.861136028241558,,,,,,,
soil N,6.34686346863468,1.82306173089582,111,,,13.5009051653943,,,,,,,,1.3079673454346,,,,,
soil N,7.63837638376383,0.716869026091449,53,,,,15.4828117217686,,,,,,,,0.337579619768094,,,,
soil N,10.4797047970479,2.73459259634373,53,,,13.5009051653943,,,,,,,,1.3079673454346,,,,,
soil N,10.9756097560975,0.439110070257602,111,15.1955674034154,,,,,,,,0.316845608277397,,,,,,,
soil N,11.3414634146341,0.669120107059209,53,15.1955674034154,,,,,,,,0.316845608277397,,,,,,,
soil N,11.5129151291512,0.523120640661327,111,,,,15.4828117217686,,,,,,,,0.337579619768094,,,,
soil N,24.86,0.561224489795918,76,,,,15.4828117217686,,,,,,,,0.337579619768094,,,,
soil N,27.1951219512195,0.62730010036801,76,15.1955674034154,,,,,,,,0.316845608277397,,,,,,,
soil N,30.5535055350553,2.58267078543577,76,,,13.5009051653943,,,,,,,,1.3079673454346,,,,,
soil ph,5.86715867158671,0.678119349005426,80,,,,13.670948950739,,,,,,,,0.283044678580103,,,,
soil ph,7.92682926829268,0.522750083640013,120,13.6598136108568,,,,,,,,0.267126519764209,,,,,,,
soil ph,7.93357933579335,0.828253379273788,199,,,,13.670948950739,,,,,,,,0.283044678580103,,,,
soil ph,9.40959409594095,0.940723360927875,146,13.6598136108568,,,,,,,,0.267126519764209,,,,,,,
soil ph,10.5166051660516,0.966295609152742,136,,,,13.670948950739,,,,,,,,0.283044678580103,,,,
soil ph,10.7317073170731,0.543660086985592,80,13.6598136108568,,,,,,,,0.267126519764209,,,,,,,
soil ph,11.070110701107,0.996060029217748,125,13.6598136108568,,,,,,,,0.267126519764209,,,,,,,
soil ph,12.1033210332103,2.98779561452372,80,,,13.9269065850649,,,,,,,,1.53561195011305,,,,,
soil ph,12.3985239852398,0.542495479204337,120,,,,13.670948950739,,,,,,,,0.283044678580103,,,,
soil ph,12.3985239852398,2.55735048361777,120,,,13.9269065850649,,,,,,,,1.53561195011305,,,,,
soil ph,16.6789667896678,2.50670987998176,116,,,13.9269065850649,,,,,,,,1.53561195011305,,,,,
soil ph,20.9225092250922,0.484370963575281,116,,,,13.670948950739,,,,,,,,0.283044678580103,,,,
soil ph,21.3414634146341,0.460020073603214,116,13.6598136108568,,,,,,,,0.267126519764209,,,,,,,
soil ph,31.6,2.9030612244898,17,,,,13.670948950739,,,,,,,,0.283044678580103,,,,
soil ph,32.18,3.04336734693878,15,13.6598136108568,,,,,,,,0.267126519764209,,,,,,,
soil ph,6.11973392461197,0.526041902348523,98,,,,,,,10.9138558153429,,,,,,,,0.271877354155911,
soil ph,7.91574279379157,0.559980089596814,99,,,,,,,10.9138558153429,,,,,,,,0.271877354155911,
soil ph,12.6385809312638,3.2241277885877,73,,,,29.2328720425494,,,,,,,,1.47684670232933,,,,
soil ph,13.2372505543237,0.61088737046926,155,,,,,,,10.9138558153429,,,,,,,,0.271877354155911,
soil ph,14.8337028824833,0.780578306710715,162,,,,,,,10.9138558153429,,,,,,,,0.271877354155911,
soil ph,16.8292682926829,0.644825557717551,307,,,,,,,10.9138558153429,,,,,,,,0.271877354155911,
soil ph,26.8292682926829,2.20598217113898,91,,,,29.2328720425494,,,,,,,,1.47684670232933,,,,
soil ph,34.1463414634146,5.1472917326576,116,,,,29.2328720425494,,,,,,,,1.47684670232933,,,,
soil ph,45.2328159645232,3.50694601565681,218,,,,29.2328720425494,,,,,,,,1.47684670232933,,,,
soil ph,45.2328159645232,5.14729173265758,101,,,,29.2328720425494,,,,,,,,1.47684670232933,,,,
soil texture,-10.4,0.501482644339775,49,,,,,-9.01689754313599,,,,,,,,0.340648385818257,,,
soil texture,-8.8,0.779478458049877,23,,,,,-9.01689754313599,,,,,,,,0.340648385818257,,,
soil texture,-7.3,0.577795220652365,18,,,,,-9.01689754313599,,,,,,,,0.340648385818257,,,
soil texture,5.5,0.89843835079389,6,,,,,,11.1426592225334,,,,,,,,0.304070176443072,,
soil texture,6.21951219512195,0.41820006691201,157,13.505539921807,,,,,,,,0.272106921817742,,,,,,,
soil texture,7.2,1.11624158734999,6,,,,,,11.1426592225334,,,,,,,,0.304070176443072,,
soil texture,8.47,0.696428571428571,157,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,8.52398523985239,1.70068027210882,58,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,8.91143911439114,1.81271212588707,49,13.505539921807,,,,,,,,0.272106921817742,,,,,,,
soil texture,10.6430155210643,0.576949183220954,205,,,,,,,11.8932007397732,,,,,,,,0.340507569241524,
soil texture,12.0399113082039,0.475134621476071,176,,,,,,,11.8932007397732,,,,,,,,0.340507569241524,
soil texture,12.3,0.337595016661964,23,,,,,,11.1426592225334,,,,,,,,0.304070176443072,,
soil texture,12.6568265682656,1.39146567717994,74,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,14.47,0.683673469387755,56,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,14.5011086474501,0.916331055703877,166,,,,,,,11.8932007397732,,,,,,,,0.340507569241524,
soil texture,14.7560975609756,0.731850117096021,56,13.505539921807,,,,,,,,0.272106921817742,,,,,,,
soil texture,14.8523985239852,1.65843875347117,44,13.505539921807,,,,,,,,0.272106921817742,,,,,,,
soil texture,16.91,3.86989795918367,11,13.505539921807,,,,,,,,0.272106921817742,,,,,,,
soil texture,18.15,3.56887755102041,13,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,19.5940959409594,0.392857142857143,126,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,20.3690036900369,1.74710082544186,126,,,20.3690036900369,,,,,,,,1.74710082544186,,,,,
soil texture,21.2195121951219,0.439110070257602,126,13.505539921807,,,,,,,,0.272106921817742,,,,,,,
soil texture,28.1596452328159,1.24440019910403,210,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,48.3370288248337,3.11100049776008,105,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
soil texture,56.3192904656319,3.73320059731209,143,,,,17.1599677901196,,,,,,,,0.283499156516203,,,,
time frame,-11.6498316498316,0.568808604522883,51,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-10.8417508417508,1.17209045780474,13,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-8.28282828282828,1.43063982349696,7,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-7.87878787878787,0.723938223938224,11,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-7.47474747474747,1.18932708218423,9,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-6.53198653198653,0.999724214009929,7,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-6.46464646464646,1.87879205736348,3,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-5.99326599326599,0.948014340871482,5,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,-3.63636363636363,1.10314396028682,5,,,,,-8.50909288474437,,,,,,,,0.314028034759888,,,
time frame,3.41836734693877,1.51202865252061,39,,,,11.3206882105591,,,,,,,,0.454309603835212,,,,
time frame,5.7741116751269,2.07323028221189,27,13.4036481193867,,,,,,,,0.562903482953046,,,,,,,
time frame,8.11387900355871,0.491105533122339,340,,,,,,,10.2487354699231,,,,,,,,0.381283807564245,
time frame,9.96192893401015,1.24183336701015,58,13.4036481193867,,,,,,,,0.562903482953046,,,,,,,
time frame,11.1224489795918,1.07278010541964,73,,,,11.3206882105591,,,,,,,,0.454309603835212,,,,
time frame,11.2244897959183,0.549060683876199,266,,,,11.3206882105591,,,,,,,,0.454309603835212,,,,
time frame,11.8505338078291,1.3096147549929,86,,,,,,,10.2487354699231,,,,,,,,0.381283807564245,
time frame,13.932384341637,0.682091018225485,178,,,,,,,10.2487354699231,,,,,,,,0.381283807564245,
time frame,15.1649746192893,0.663012729844413,181,13.4036481193867,,,,,,,,0.562903482953046,,,,,,,
time frame,23.4875444839857,2.72108843537413,265,,,,11.3206882105591,,,,,,,,0.454309603835212,,,,
time frame,34.1637010676156,6.30385487528347,58,,,,11.3206882105591,,,,,,,,0.454309603835212,,,,
time frame,39.5017793594306,4.03628117913832,167,,,,11.3206882105591,,,,,,,,0.454309603835212,,,,
water management,0.913705583756345,0.738453276047261,46,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,6.24365482233502,1.27551020408163,112,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,8.23,1.61479591836735,237,,,,8.23,,,,,,,,1.61479591836735,,,,
water management,8.68020304568528,0.492302184031508,107,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,10.28,2.06887755102041,186,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,12.1827411167512,1.18600071607589,118,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,12.6395939086294,0.514679556032916,64,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,14.7715736040609,0.559434300035816,70,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
water management,19.0355329949238,1.0517364840673,151,10.6872825394901,,,,,,,,0.25487785227004,,,,,,,
