moderator 1,ES,SE,n,N pool.x,SOC.x,WHC.x,wm_Y,wm_bulk density,wm_porosity,wm_soil ph,wm_soil water content,N pool.y,SOC.y,WHC.y,wm_sd_Y,wm_sd_bulk density,wm_sd_porosity,wm_sd_soil ph,wm_sd_soil water content
ash content,9.34405940594059,2.89129563445671,13,,,,10.8520223961164,,,,,,,,0.608042396177256,,,,
ash content,11.2623762376237,1.49017940509535,59,13.6153916165877,,,,,,,,0.723947232838897,,,,,,,
ash content,11.45,2.53226290516205,35,13.6153916165877,,,,,,,,0.723947232838897,,,,,,,
ash content,11.74,2.30677377333913,35,,,,10.8520223961164,,,,,,,,0.608042396177256,,,,
ash content,14.5333333333333,4.23263475793903,17,13.6153916165877,,,,,,,,0.723947232838897,,,,,,,
ash content,14.8494983277591,3.95808547634299,17,,,,10.8520223961164,,,,,,,,0.608042396177256,,,,
ash content,14.8692810457516,9.08275398071315,17,,,21.5211239173732,,,,,,,,2.65101715737909,,,,,
ash content,15.4222222222222,3.12925170068025,3,,,,,,6.06178790927741,,,,,,,,0.785383264870193,,
ash content,20.066889632107,2.63109728196212,36,,,,10.8520223961164,,,,,,,,0.608042396177256,,,,
ash content,20.0980392156862,5.66270464229648,36,,,21.5211239173732,,,,,,,,2.65101715737909,,,,,
ash content,20.5333333333333,2.81413013635946,36,13.6153916165877,,,,,,,,0.723947232838897,,,,,,,
ash content,22.3076923076923,4.76027731666829,8,,,,,-4.12419604977864,,,,,,,,0.35211794627092,,,
ash content,24.0196078431372,3.84054720789416,39,,,21.5211239173732,,,,,,,,2.65101715737909,,,,,
ash content,24.12,2.50510204081633,39,,,,10.8520223961164,,,,,,,,0.608042396177256,,,,
ash content,24.9333333333333,2.58533906836276,39,13.6153916165877,,,,,,,,0.723947232838897,,,,,,,
bc C:N,11.2374581939799,0.709252310789788,41,,,,14.4826158186194,,,,,,,,0.363044980035349,,,,
bc C:N,13.8888888888888,1.48575913882038,113,,,15.5909407114158,,,,,,,,1.03047252574622,,,,,
bc C:N,14.2666666666666,0.617735883591097,81,15.1290955667861,,,,,,,,0.358255342679052,,,,,,,
bc C:N,14.4,0.526219456392423,113,15.1290955667861,,,,,,,,0.358255342679052,,,,,,,
bc C:N,15.032679738562,1.76609105180533,81,,,15.5909407114158,,,,,,,,1.03047252574622,,,,,
bc C:N,15.1170568561872,0.709252310789771,81,,,,14.4826158186194,,,,,,,,0.363044980035349,,,,
bc C:N,15.9197324414715,0.526219456392423,113,,,,14.4826158186194,,,,,,,,0.363044980035349,,,,
bc C:N,18.2666666666666,0.800768737988469,41,15.1290955667861,,,,,,,,0.358255342679052,,,,,,,
bc C:N,21.2418300653594,2.43888764296929,41,,,15.5909407114158,,,,,,,,1.03047252574622,,,,,
bc CEC,-17.2115384615384,1.61117078410311,6,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-16.9230769230769,4.24763206718094,2,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-9.42307692307692,1.39146567717995,3,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-8.55769230769231,3.51528171077043,1,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-7.69230769230769,2.70969631871887,3,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-7.11538461538462,0.366175178205255,3,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-7.11538461538462,1.24499560589786,2,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-3.94230769230769,2.27028610487257,1,,,,,-7.66487417655682,,,,,,,,0.324931950393705,,,
bc CEC,-3.24444444444444,1.26984126984127,1,,,,,,12.5395764435341,,,,,,,,0.523775110274041,,
bc CEC,5.46666666666666,0.952380952380951,2,,,,,,12.5395764435341,,,,,,,,0.523775110274041,,
bc CEC,12.9333333333333,1.54195011337867,4,,,,,,12.5395764435341,,,,,,,,0.523775110274041,,
bc CEC,23.9555555555555,0.861678004535154,2,,,,,,12.5395764435341,,,,,,,,0.523775110274041,,
bc CEC,25.7333333333333,2.53968253968255,2,,,,,,12.5395764435341,,,,,,,,0.523775110274041,,
bc c content,-14.6153846153846,1.3182306415389,20,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-12.8846153846153,5.93203788692508,2,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-10.2884615384615,0.36617517820525,11,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-8.84615384615385,2.12381603359046,2,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-8.55769230769231,0.439410213846304,7,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-8.26923076923077,1.53793574846206,7,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-7.40384615384615,0.585880285128406,3,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-6.82692307692308,1.6111707841031,2,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-6.82692307692308,1.61117078410311,9,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-6.53846153846154,0.439410213846304,9,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-6.53846153846154,1.39146567717996,6,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-5.67307692307692,0.366175178205255,4,,,,,-7.86601857874372,,,,,,,,0.180413418482958,,,
bc c content,-2.35555555555555,0.22675736961451,2,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,2.44444444444444,3.08390022675737,3,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,5.11111111111111,0.952380952380952,4,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,5.82222222222222,1.26984126984127,6,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,6.4,1.92184497117231,96,12.5343477369535,,,,,,,,0.875588231755155,,,,,,,
bc c content,6.53333333333333,1.08843537414966,3,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,9.73333333333333,2.26757369614512,3,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,11.505016722408,1.41850462157956,96,,,,14.4911742471181,,,,,,,,0.652169118284503,,,,
bc c content,13.1111111111111,1.22448979591837,8,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,13.5620915032679,2.07445615608879,96,,,15.6921542705298,,,,,,,,0.926459122419186,,,,,
bc c content,13.7333333333333,2.05911961197033,77,12.5343477369535,,,,,,,,0.875588231755155,,,,,,,
bc c content,13.7792642140468,1.5557792623776,77,,,,14.4911742471181,,,,,,,,0.652169118284503,,,,
bc c content,14.3790849673202,2.13052253868579,77,,,15.6921542705298,,,,,,,,0.926459122419186,,,,,
bc c content,19.6888888888888,1.17913832199549,10,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,21.19,1.37244897959184,89,,,,14.4911742471181,,,,,,,,0.652169118284503,,,,
bc c content,21.2888888888888,1.45124716553288,3,,,,,,0.17012311507906,,,,,,,,0.203382000563143,,
bc c content,21.7320261437908,1.96232339089482,89,,,15.6921542705298,,,,,,,,0.926459122419186,,,,,
bc c content,22,1.85320765077332,89,12.5343477369535,,,,,,,,0.875588231755155,,,,,,,
bc dose,-21.0762331838565,3.02004209755651,17,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,-15.5555555555555,1.06867071152786,18,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-12.7272727272727,2.34418091560948,8,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-10.9090909090909,0.465388858245995,7,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-10.6397306397306,0.999724214009921,30,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-9.69696969696969,1.15485383342524,10,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-9.36026936026936,0.93077771649199,8,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-8.95622895622895,1.75813568670711,4,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-6.86868686868686,0.68946497517926,6,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-6.26262626262626,0.827357970215112,14,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-5.99326599326599,1.1203805846663,8,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-5.79124579124579,1.03419746276889,7,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-4.78114478114478,0.775648097076668,10,,,,,-7.93224402391208,,,,,,,,0.19079519909759,,,
bc dose,-2.95964125560538,1.18971355358287,3,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,0.832049306625577,7.19174841497648,7,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,0.955315870570107,3.62741696369429,19,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,1.1659192825112,1.41850462157957,3,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,2.31124807395993,4.19518657540294,16,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,2.78026905829596,0.960922485586162,4,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,3.31838565022421,1.64729568957628,2,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,3.49775784753363,1.5557792623776,4,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,3.85650224215246,1.09819712638419,7,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,4.57399103139013,1.18971355358287,3,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,5.65022421524663,1.05243891278484,15,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,5.65022421524663,1.28122998078155,4,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,5.84766584766584,0.661886376172089,126,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,6.14634146341463,1.24440019910403,42,,,,,,,8.88473929401949,,,,,,,,0.516799069483115,
bc dose,6.18834080717488,1.73881211677496,4,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,6.37837837837837,1.00787243644386,71,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,6.44204851752021,1.82215743440233,32,,,,,,,,10.4209293161923,,,,,,,,0.610861008677282
bc dose,6.60535117056856,1.5818335208099,94,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,6.70050761421319,0.492302184031508,84,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,6.92682926829268,1.09507217521155,38,,,,,,,8.88473929401949,,,,,,,,0.516799069483115,
bc dose,7.26457399103138,1.7845703303743,2,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,7.4439461883408,0.732131417589459,2,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,7.73464373464373,1.14325828611543,49,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,7.91154791154791,1.26360126360124,54,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,8.34080717488789,1.41850462157955,2,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,8.37563451776649,0.604189044038668,20,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,8.69955156950672,1.60153747597693,3,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,9.13746630727762,2.1315803949612,28,,,,,,,,10.4209293161923,,,,,,,,0.610861008677282
bc dose,9.19732441471572,1.45629117788847,109,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,9.38574938574938,1.17334403048688,46,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,9.45017182130584,1.44300144300144,102,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,9.62199312714776,1.72644815501958,71,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,10.134529147982,1.55577926237758,2,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,10.2564102564102,2.16361616279748,84,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,10.3235747303543,12.3647604327666,4,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,10.3504043126684,1.16893118433355,88,,,,,,,,10.4209293161923,,,,,,,,0.610861008677282
bc dose,10.4032258064516,0.528526327658112,84,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,11.7948717948717,2.33904450032162,20,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,11.832884097035,1.8909180923043,42,,,,,,,,10.4209293161923,,,,,,,,0.610861008677282
bc dose,11.9758064516129,0.655372646296071,20,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,12.0975609756097,1.36884021901443,48,,,,,,,8.88473929401949,,,,,,,,0.516799069483115,
bc dose,12.1827411167512,0.492302184031497,96,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,12.4373956594323,1.16265203911281,113,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,12.5853658536585,1.49328023892482,35,,,,,,,8.88473929401949,,,,,,,,0.516799069483115,
bc dose,12.7007299270073,3.0238924838228,22,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,12.78,1.44373694359634,108,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,12.8251121076233,1.32698819438089,6,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,13.6752136752136,1.9004736565113,96,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,13.7457044673539,1.72644815501957,66,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,13.7903225806451,0.634231593189771,96,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,13.9013452914798,4.1182392239407,1,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,15.1569506726457,0.823647844788138,8,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,15.5007704160246,5.86695265432293,11,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,15.7948717948717,1.92761492268176,95,,26.5720476851351,,,,,,,,1.12018932238912,,,,,,
bc dose,16.2803234501347,2.71604598712798,19,,,,,,,,10.4209293161923,,,,,,,,0.610861008677282
bc dose,16.4125560538116,0.686373203990128,17,,,,,,6.56877057498072,,,,,,,,0.203340275273925,,
bc dose,16.6444073455759,1.28189840209872,86,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,17.3455759599332,1.46076794657763,59,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,21.0152284263959,0.492302184031505,70,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,21.025641025641,1.98818782527339,70,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,21.1693548387096,0.591949486977117,70,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,22.3706176961602,2.29549248747913,32,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,25.2921535893155,1.93775339852135,44,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,25.2991452991452,4.23951815683293,60,,,12.132155887087,,,,,,,,0.876233846673795,,,,,
bc dose,25.4032258064516,0.930206336678316,60,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,26.0406091370558,0.760830648048699,60,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,29.2096219931271,3.78787878787878,15,13.6195706883815,,,,,,,,0.231769697914083,,,,,,,
bc dose,34.6666666666666,3.09559596239314,47,,26.5720476851351,,,,,,,,1.12018932238912,,,,,,
bc dose,44.5128205128205,4.15270128404898,32,,26.5720476851351,,,,,,,,1.12018932238912,,,,,,
bc dose,56.0583941605839,22.8471876555499,39,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,60.5128205128205,4.68842030226344,30,,26.5720476851351,,,,,,,,1.12018932238912,,,,,,
bc dose,67.4452554744525,14.7834743653559,20,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,70.0729927007299,26.9910403185663,22,,,,14.7655375290412,,,,,,,,0.233029419419496,,,,
bc dose,73.2307692307692,6.2725909275538,23,,26.5720476851351,,,,,,,,1.12018932238912,,,,,,
bc hydrogen,-29.9038461538461,6.13723750369714,3,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-19.8076923076923,7.09849157054125,1,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-12.3076923076923,4.80627033422064,2,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-12.0192307692307,0.73942620526472,3,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-12.0192307692307,5.76752440106476,2,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-9.42307692307692,1.03519668737059,9,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-9.13461538461538,1.99645075421472,5,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-7.98076923076923,1.18308192842352,6,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-6.53846153846154,1.25702454895002,5,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-3.94230769230769,3.17953268263825,2,,,,,-9.91020025845122,,,,,,,,0.467319794436894,,,
bc hydrogen,-3.24444444444444,1.27551020408163,2,,,,,,12.7102402607683,,,,,,,,0.613464457502092,,
bc hydrogen,3.68888888888889,4.50983965014577,1,,,,,,12.7102402607683,,,,,,,,0.613464457502092,,
bc hydrogen,9.02222222222222,1.22995626822157,4,,,,,,12.7102402607683,,,,,,,,0.613464457502092,,
bc hydrogen,12.7555555555555,1.5032798833819,5,,,,,,12.7102402607683,,,,,,,,0.613464457502092,,
bc hydrogen,22.7111111111111,1.77660349854227,2,,,,,,12.7102402607683,,,,,,,,0.613464457502092,,
bc hydrogen,29.2888888888888,1.32106413994171,1,,,,,,12.7102402607683,,,,,,,,0.613464457502092,,
bc n content,-20.3846153846153,2.63646128307783,5,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-18.6538461538461,1.83087589102627,5,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-9.42307692307692,1.9041109266673,7,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-8.26923076923077,0.512645249487355,7,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-8.26923076923077,1.31823064153889,5,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-8.26923076923077,1.7576408553852,4,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-7.11538461538462,1.17176057025681,5,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-6.82692307692308,0.366175178205253,14,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
bc n content,-6.53846153846154,0.292940142564202,18,,,,,-6.98075310189251,,,,,,,,0.174459006368898,,,
