meta_analytical_study,studyid,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n,clayall,sandall,clay,sand,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,bph_scaled,btc_scaled,btn_scaled,brate_scaled,clay_scaled,sand_scaled
Wu22,2070,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,0,1.25,0.0854034876278037,,1.58,0.100655661817702,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.376646303857257,1.17362445066965
Wu22,2071,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,20,1.25,0.0854034876278037,,1.54,0.0981074172147226,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.376646303857257,1.17362445066965
Wu22,2072,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,40,1.25,0.0854034876278037,,1.51,0.0961962337624877,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.376646303857257,1.17362445066965
Wu22,2073,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,80,1.25,0.0854034876278037,,1.46,0.093010928008763,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,2.81623060395317,-0.376646303857257,1.17362445066965
Wu22,2074,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,0,1.5604,0.10661088167554,,1.66,0.105752151023662,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.376646303857257,1.17362445066965
Wu22,2075,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,20,1.25,0.0854034876278037,,1.61,0.102566845269937,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.376646303857257,1.17362445066965
Wu22,2076,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,40,1.25,0.0854034876278037,,1.57,0.100018600666957,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.376646303857257,1.17362445066965
Wu22,2077,42.9,125.4,unknown,unknown,grain,rainfed,57.45517339,225,100,100,80,loam,1.26,6.3,9.5,0.95,9.8,489.6,9.8,80,1.25,0.0854034876278037,,1.48,0.0942850503102529,,23.8,38.8,23.8,38.8,-0.403792093590922,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.149192162917073,-0.0050396731041536,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,2.81623060395317,-0.376646303857257,1.17362445066965
Wu22,1984,23.8,86.4,unknown,unknown,grain,rainfed,102.1413813,225,100,100,80,clay loam,1.39,5.983273165,9.5,0.95,9.8,489.6,9.8,0,1.39,0.0949686782421177,,1.4935,0.0951450828637586,,29.58267148,28.92659446,29.58267148,28.92659446,-0.213565388831211,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.839628386125531,-0.250980932346092,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.454144659513086,0.220792798410835
Wu22,1985,23.8,86.4,unknown,unknown,grain,rainfed,102.1413813,225,100,100,80,clay loam,1.39,5.983273165,9.5,0.95,9.8,489.6,9.8,4,1.39,0.0949686782421177,,1.4692,0.0935970242674483,,29.58267148,28.92659446,29.58267148,28.92659446,-0.213565388831211,-0.116191829706852,-0.451833604087075,0.115519806874158,-0.209336408276515,0.839628386125531,-0.250980932346092,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.703974698781996,0.454144659513086,0.220792798410835
Wu22,2213,31.8,70.9,unknown,unknown,vegetable,rainfed,25.7218395,225,150,100,80,loam,1.52,7.93333333333333,9.5,0.95,9.8,489.6,9.8,0,1.17,0.0799376644196243,,1.17,0.0745361546371594,,23.03333333,27.53333333,23.03333333,27.53333333,-0.538879133177996,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,1.53006460933399,1.26325847018968,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.486792582018857,0.0863363234744391
Wu22,2214,31.8,70.9,unknown,unknown,vegetable,rainfed,25.7218395,225,150,100,80,loam,1.52,7.93333333333333,9.5,0.95,9.8,489.6,9.8,10,1.17,0.0799376644196243,,1.09,0.0694396654311998,,23.03333333,27.53333333,23.03333333,27.53333333,-0.538879133177996,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,1.53006460933399,1.26325847018968,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.486792582018857,0.0863363234744391
Wu22,2277,51,3.8,unknown,unknown,grain,rainfed,72.82988655,225,70,100,80,loam,1.07,4.93142620233333,9.5,0.95,9.8,489.6,9.8,0,1.47,0.100434501450297,,1.46,0.093010928008763,,17.62777778,25.80779436,17.62777778,25.80779436,-0.33834279373216,-0.116191829706852,-0.72277038673326,0.115519806874158,-0.209336408276515,-0.859906932541443,-1.06774963629266,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-1.263403655027,-0.0801865789993993
Wu22,2278,51,3.8,unknown,unknown,grain,rainfed,72.82988655,225,70,100,80,loam,1.07,4.93142620233333,9.5,0.95,9.8,489.6,9.8,20,1.47,0.100434501450297,,1.4,0.0891885611042933,,17.62777778,25.80779436,17.62777778,25.80779436,-0.33834279373216,-0.116191829706852,-0.72277038673326,0.115519806874158,-0.209336408276515,-0.859906932541443,-1.06774963629266,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-1.263403655027,-0.0801865789993993
Wu22,2082,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,0,1.4,0.0956519061431401,,1.3,0.0828179495968437,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.908221817891173,1.05138495679414
Wu22,2083,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,10,1.4,0.0956519061431401,,1.19,0.0758102769386493,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.908221817891173,1.05138495679414
Wu22,2084,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,10,1.4,0.0956519061431401,,1.16,0.0738990934864144,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.908221817891173,1.05138495679414
Wu22,2085,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,31.25,1.4,0.0956519061431401,,1.22,0.0777214603908841,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.558204176211863,-0.908221817891173,1.05138495679414
Wu22,2086,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,0,1.4,0.0956519061431401,,1.3,0.0828179495968437,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.908221817891173,1.05138495679414
Wu22,2087,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,10,1.4,0.0956519061431401,,1.29,0.0821808884460988,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.908221817891173,1.05138495679414
Wu22,2089,59.7,10.8,unknown,unknown,grain,rainfed,73.10402425,225,110,100,80,loam,1.03,5.93333333333333,9.5,0.95,9.8,489.6,9.8,31.25,1.4,0.0956519061431401,,1.21,0.0770843992401392,,20.1,37.53333333,20.1,37.53333333,-0.337175804771575,-0.116191829706852,-0.361521343205013,0.115519806874158,-0.209336408276515,-1.07234884737482,-0.289759664455831,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.558204176211863,-0.908221817891173,1.05138495679414
Wu22,2045,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,0,1.42,0.097018361945185,,1.42485,0.0907716580638945,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,1.11272292963559,0.919494977550478
Wu22,2046,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,2.5,1.42,0.097018361945185,,1.37505,0.0875990935331846,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,1.11272292963559,0.919494977550478
Wu22,2047,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,5,1.42,0.097018361945185,,1.36495,0.0869556617709322,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,1.11272292963559,0.919494977550478
Wu22,2048,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,2.5,1.42,0.097018361945185,,1.37649,0.0876908303388919,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,1.11272292963559,0.919494977550478
Wu22,2049,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,5,1.42,0.097018361945185,,1.36495,0.0869556617709322,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,1.11272292963559,0.919494977550478
Wu22,2050,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,2.5,1.42,0.097018361945185,,1.37433,0.087553225130331,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,1.11272292963559,0.919494977550478
Wu22,2051,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,5,1.42,0.097018361945185,,1.35124,0.0860822509332609,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,1.11272292963559,0.919494977550478
Wu22,2052,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,2.5,1.42,0.097018361945185,,1.37,0.0872773776520584,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,1.11272292963559,0.919494977550478
Wu22,2053,10.2,78.7,unknown,unknown,legumes,rainfed,83.24166809,225,10,100,80,clay loam,1.45,7.23333333333333,9.5,0.95,9.8,489.6,9.8,5,1.42,0.097018361945185,,1.35918,0.0865880774869524,,34.16666667,36.16666667,34.16666667,36.16666667,-0.294020418089519,-0.116191829706852,-1.26464395202563,0.115519806874158,-0.209336408276515,1.15829125837559,0.719702123063753,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,1.11272292963559,0.919494977550478
Wu22,1778,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,0,1.24,0.0847202597267813,,1.1746,0.074829202766502,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,1.3378044526381,-0.730738185426207
Wu22,1779,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,2,1.24,0.0847202597267813,,1.1524,0.0734149270118483,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.796611680432921,1.3378044526381,-0.730738185426207
Wu22,1780,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,10,1.24,0.0847202597267813,,1.0825,0.068961869568141,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,1.3378044526381,-0.730738185426207
Wu22,1781,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,2,1.24,0.0847202597267813,,1.1206,0.0713890725524793,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.796611680432921,1.3378044526381,-0.730738185426207
Wu22,1782,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,10,1.24,0.0847202597267813,,1.1429,0.0728097189186406,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,1.3378044526381,-0.730738185426207
Wu22,1783,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,2,1.24,0.0847202597267813,,1.0318,0.0657319695338641,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.796611680432921,1.3378044526381,-0.730738185426207
Wu22,1784,29.7,120.8,unknown,unknown,grain,rainfed,118.0442547,225,227,100,80,silty clay loam,1.24,5.83333333333333,9.5,0.95,9.8,489.6,9.8,10,1.24,0.0847202597267813,,1.1619,0.074020135105056,,35.73333333,19.06666667,35.73333333,19.06666667,-0.145867740170003,-0.116191829706852,0.695132109115112,0.115519806874158,-0.209336408276515,0.0429712055003869,-0.367410571188106,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,1.3378044526381,-0.730738185426207
Wu22,1628,28.1,113.2,unknown,unknown,grain,rainfed,122.9738528,225,240,100,80,clay loam,1.36,6.23333333333333,9.5,0.95,9.8,489.6,9.8,0,0.925531915,0.063234922761472,,0.87,0.0554243201148108,,32.03333333,21.93333333,32.03333333,21.93333333,-0.12488271489685,-0.116191829706852,0.812538048261793,0.115519806874158,-0.209336408276515,0.680296950000503,-0.0568069442590039,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.806228938604183,-0.454090911184593
Wu22,1629,28.1,113.2,unknown,unknown,grain,rainfed,122.9738528,225,240,100,80,clay loam,1.36,6.23333333333333,9.5,0.95,9.8,489.6,9.8,20,0.861702128,0.0588738936220001,,0.81,0.0516019532103411,,32.03333333,21.93333333,32.03333333,21.93333333,-0.12488271489685,-0.116191829706852,0.812538048261793,0.115519806874158,-0.209336408276515,0.680296950000503,-0.0568069442590039,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,0.806228938604183,-0.454090911184593
Wu22,1630,28.1,113.2,unknown,unknown,grain,rainfed,122.9738528,225,240,100,80,clay loam,1.36,6.23333333333333,9.5,0.95,9.8,489.6,9.8,40,0.840425532,0.0574202172194019,,0.79,0.0503278309088512,,32.03333333,21.93333333,32.03333333,21.93333333,-0.12488271489685,-0.116191829706852,0.812538048261793,0.115519806874158,-0.209336408276515,0.680296950000503,-0.0568069442590039,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,0.806228938604183,-0.454090911184593
Wu22,1631,28.1,113.2,unknown,unknown,grain,rainfed,122.9738528,225,240,100,80,clay loam,1.36,6.23333333333333,9.5,0.95,9.8,489.6,9.8,0,0.925531915,0.063234922761472,,0.87,0.0554243201148108,,32.03333333,21.93333333,32.03333333,21.93333333,-0.12488271489685,-0.116191829706852,0.812538048261793,0.115519806874158,-0.209336408276515,0.680296950000503,-0.0568069442590039,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.806228938604183,-0.454090911184593
Wu22,1632,28.1,113.2,unknown,unknown,grain,rainfed,122.9738528,225,240,100,80,clay loam,1.36,6.23333333333333,9.5,0.95,9.8,489.6,9.8,20,0.861702128,0.0588738936220001,,0.81,0.0516019532103411,,32.03333333,21.93333333,32.03333333,21.93333333,-0.12488271489685,-0.116191829706852,0.812538048261793,0.115519806874158,-0.209336408276515,0.680296950000503,-0.0568069442590039,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,0.806228938604183,-0.454090911184593
Wu22,1633,28.1,113.2,unknown,unknown,grain,rainfed,122.9738528,225,240,100,80,clay loam,1.36,6.23333333333333,9.5,0.95,9.8,489.6,9.8,40,0.840425532,0.0574202172194019,,0.79,0.0503278309088512,,32.03333333,21.93333333,32.03333333,21.93333333,-0.12488271489685,-0.116191829706852,0.812538048261793,0.115519806874158,-0.209336408276515,0.680296950000503,-0.0568069442590039,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,0.806228938604183,-0.454090911184593
Wu22,1634,28.3,116.3,unknown,unknown,grain,rainfed,140.7505776,225,300,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,0,1.42,0.097018361945185,,1.19,0.0758102769386493,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,1.35441161355416,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.729605441564678,-0.49912651342948
Wu22,1635,28.3,116.3,unknown,unknown,grain,rainfed,140.7505776,225,300,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,20,1.42,0.097018361945185,,1.09,0.0694396654311998,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,1.35441161355416,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,0.729605441564678,-0.49912651342948
Wu22,1636,28.3,116.3,unknown,unknown,grain,rainfed,140.7505776,225,300,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,40,1.42,0.097018361945185,,1.11,0.0707137877326897,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,1.35441161355416,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,0.729605441564678,-0.49912651342948
Wu22,1637,28.3,116.3,unknown,unknown,grain,rainfed,140.7505776,225,300,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,0,1.42,0.097018361945185,,1.19,0.0758102769386493,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,1.35441161355416,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.729605441564678,-0.49912651342948
Wu22,1638,28.3,116.3,unknown,unknown,grain,rainfed,140.7505776,225,300,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,20,1.42,0.097018361945185,,1.09,0.0694396654311998,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,1.35441161355416,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,0.729605441564678,-0.49912651342948
Wu22,1639,28.3,116.3,unknown,unknown,grain,rainfed,140.7505776,225,300,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,40,1.42,0.097018361945185,,1.11,0.0707137877326897,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,1.35441161355416,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,0.729605441564678,-0.49912651342948
Wu22,1938,42,-93.6,unknown,unknown,grain,rainfed,75.47241499,225,433.5,100,80,silty clay loam,1.43,6.46666666666667,9.5,0.95,9.8,489.6,9.8,0,1.4,0.0956519061431401,,1.1651,0.0742239946732943,,33.66666667,15.63333333,33.66666667,15.63333333,-0.327093696955199,-0.116191829706852,2.56008029632969,0.115519806874158,-0.209336408276515,1.0520703009589,0.124378504782973,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,1.04088840071208,-1.062071550176
Wu22,1939,42,-93.6,unknown,unknown,grain,rainfed,75.47241499,225,433.5,100,80,silty clay loam,1.43,6.46666666666667,9.5,0.95,9.8,489.6,9.8,19.2,1.4,0.0956519061431401,,1.5969,0.101732295162461,,33.66666667,15.63333333,33.66666667,15.63333333,-0.327093696955199,-0.116191829706852,2.56008029632969,0.115519806874158,-0.209336408276515,1.0520703009589,0.124378504782973,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,6.63617650371046e-05,1.04088840071208,-1.062071550176
