meta_analytical_study,studyid,sources,country,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,scn,bph,btc,btn,bcn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,scn_scaled,bph_scaled,btc_scaled,btn_scaled,bcn_scaled,brate_scaled
Han22,39,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,field,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,0.204347826086957,9.42,690,10.09,6.73,20,17702.7,1524.6,3,20675.7,1551.6,3,-0.61302019601205,-0.0571257815809997,-1.50232933619288,-0.0941725064368832,-1.06637332071542,-1.03182282104165,-1.11241595184824,-0.0935789177722162,8.42069130070444,-3.22273692059314,-0.170133029516714,-0.0842639472745446,0.705787730675768,-2.52912062610095,0.129879964282414
Han22,40,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,field,maize,grain,irrigation,421,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,0.655555555555556,9.42,690,10.09,6.73,20,13636.4,1545.4,3,15636.4,2181.8,3,-0.257663963630073,-0.0571257815809997,-1.50232933619288,-0.0941725064368832,-1.06637332071542,-1.03182282104165,-1.21490786069696,0.476227542819075,1.93304927640646,-3.08699617172949,-0.170133029516714,-0.0842639472745446,0.705787730675768,-2.52912062610095,0.129879964282414
Han22,41,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,field,maize,grain,irrigation,304.3,225,45,100,45,sandy clay loam,1.35,5.12,9.4,4.6,0.204347826086957,9.42,690,10.09,6.73,20,22837.8,1707.7,3,24459.5,1858.7,3,-0.61302019601205,-0.0571257815809997,-1.50232933619288,-0.0941725064368832,-1.06637332071542,-1.03182282104165,-1.11241595184824,-0.0935789177722162,8.42069130070444,-3.22273692059314,-0.170133029516714,-0.0842639472745446,0.705787730675768,-2.52912062610095,0.129879964282414
Han22,42,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,field,maize,grain,irrigation,421,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,0.655555555555556,9.42,690,10.09,6.73,20,9454.55,1999.95,3,12272.7,1545.5,3,-0.257663963630073,-0.0571257815809997,-1.50232933619288,-0.0941725064368832,-1.06637332071542,-1.03182282104165,-1.21490786069696,0.476227542819075,1.93304927640646,-3.08699617172949,-0.170133029516714,-0.0842639472745446,0.705787730675768,-2.52912062610095,0.129879964282414
Han22,43,Babalola  et al. (2022),Nigeria,5.2167000000000003,7.2667000000000002,field,maize,grain,irrigation,421,225,45,100,45,sandy clay loam,1.35,4.99,11.8,1.8,0.655555555555556,9.42,690,10.09,6.73,20,15363.6,2454.6,3,16090.9,2454.6,3,-0.257663963630073,-0.0571257815809997,-1.50232933619288,-0.0941725064368832,-1.06637332071542,-1.03182282104165,-1.21490786069696,0.476227542819075,1.93304927640646,-3.08699617172949,-0.170133029516714,-0.0842639472745446,0.705787730675768,-2.52912062610095,0.129879964282414
Han22,44,Cabrera et al.(2017),America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,720,225,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,9.4,585,8.45,60.5527123848516,5,21000,1383.627,4,19900,1190.8558,4,0.652803161324609,-0.0571257815809997,-1.65482481769579,-2.95758726064891,-1.85965539776789,0.0657592759644157,-0.418624568872296,2.42306628317265,-0.759322163677201,6.14646774081632,-0.195347078206441,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.890237569834264
Han22,45,Cabrera et al.(2017),America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,720,225,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,5.1,585,4.025,60.5527123848516,8,21000,1383.627,4,19400,1160.9348,4,0.652803161324609,-0.0571257815809997,-1.65482481769579,-2.95758726064891,-1.85965539776789,0.0657592759644157,-0.418624568872296,2.42306628317265,-0.759322163677201,6.14646774081632,-5.61636754649782,-0.215692948539179,-1.70994454064062,-0.0538254866784276,-0.686214063010928
Han22,46,Cabrera et al.(2017),America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,678,225,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,9.4,585,8.45,60.5527123848516,5,4900,322.846,4,3900,233.3838,4,0.524911458153717,-0.0571257815809997,-1.65482481769579,-2.95758726064891,-1.85965539776789,0.0657592759644157,-0.418624568872296,2.42306628317265,-0.759322163677201,6.14646774081632,-0.195347078206441,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.890237569834264
Han22,47,Cabrera et al.(2017),America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,678,225,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,5.1,585,4.025,60.5527123848516,8,4900,322.846,4,5000,299.21,4,0.524911458153717,-0.0571257815809997,-1.65482481769579,-2.95758726064891,-1.85965539776789,0.0657592759644157,-0.418624568872296,2.42306628317265,-0.759322163677201,6.14646774081632,-5.61636754649782,-0.215692948539179,-1.70994454064062,-0.0538254866784276,-0.686214063010928
Han22,48,Cabrera et al.(2017),America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,867,225,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,9.4,585,8.45,60.5527123848516,5,22200,1462.6914,4,17900,1071.1718,4,1.10042412242273,-0.0571257815809997,-1.65482481769579,-2.95758726064891,-1.85965539776789,0.0657592759644157,-0.418624568872296,2.42306628317265,-0.759322163677201,6.14646774081632,-0.195347078206441,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.890237569834264
Han22,49,Cabrera et al.(2017),America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,867,225,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,5.1,585,4.025,60.5527123848516,8,22200,1462.6914,4,17800,1065.1876,4,1.10042412242273,-0.0571257815809997,-1.65482481769579,-2.95758726064891,-1.85965539776789,0.0657592759644157,-0.418624568872296,2.42306628317265,-0.759322163677201,6.14646774081632,-5.61636754649782,-0.215692948539179,-1.70994454064062,-0.0538254866784276,-0.686214063010928
Han22,50,Cao et al. (2021),China,30.05,199.95,field,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.44,6.27,34.9,0.95,1.86631016042781,9.8,585,8.45,60.5527123848516,1.8,7683,76,3,8475,188,3,0.532524059532937,-0.0571257815809997,-0.495859158273667,0.524944197176528,-0.669732282189181,0.0657592759644157,-0.205756758186494,5.96061472601025,-0.0364134809697117,-2.72275432474464,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-1.10786264377915
Han22,51,Cao et al. (2021),China,30.05,199.95,field,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.44,6.27,34.9,0.95,1.86631016042781,9.8,585,8.45,60.5527123848516,1.8,7805.7,87.4,3,8689.5,259.9,3,0.895797397349303,-0.0571257815809997,-0.495859158273667,0.524944197176528,-0.669732282189181,0.0657592759644157,-0.205756758186494,5.96061472601025,-0.0364134809697117,-2.72275432474464,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-1.10786264377915
Han22,52,Cao et al. (2021),China,30.05,199.95,field,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.44,6.27,34.9,0.95,1.86631016042781,9.8,585,8.45,60.5527123848516,1.8,7885.5,92.3,3,8739,31.5,3,1.12600246305691,-0.0571257815809997,-0.495859158273667,0.524944197176528,-0.669732282189181,0.0657592759644157,-0.205756758186494,5.96061472601025,-0.0364134809697117,-2.72275432474464,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-1.10786264377915
Han22,53,Cao et al. (2021),China,30.05,199.95,field,rice,grain,irrigation and rain,799.8,225,144,120,60,clay,1.44,6.27,34.9,0.95,1.86631016042781,9.8,585,8.45,60.5527123848516,1.8,8300.8,138.3,3,9721.1,200.1,3,0.895797397349303,-0.0571257815809997,-0.495859158273667,0.524944197176528,-0.669732282189181,0.0657592759644157,-0.205756758186494,5.96061472601025,-0.0364134809697117,-2.72275432474464,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-1.10786264377915
Han22,54,Cao et al. (2021),China,30.05,199.95,field,rice,grain,irrigation and rain,875.4,225,144,120,60,clay,1.44,6.27,34.9,0.95,1.86631016042781,9.8,585,8.45,60.5527123848516,1.8,8522.5,194.3,3,9820.5,134.3,3,1.12600246305691,-0.0571257815809997,-0.495859158273667,0.524944197176528,-0.669732282189181,0.0657592759644157,-0.205756758186494,5.96061472601025,-0.0364134809697117,-2.72275432474464,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-1.10786264377915
Han22,55,Cao et al. (2021),China,30.05,199.95,field,rice,grain,irrigation and rain,680.5,225,144,120,60,clay,1.44,6.27,34.9,0.95,1.86631016042781,9.8,585,8.45,60.5527123848516,1.8,8136,227,3,9492,151,3,0.532524059532937,-0.0571257815809997,-0.495859158273667,0.524944197176528,-0.669732282189181,0.0657592759644157,-0.205756758186494,5.96061472601025,-0.0364134809697117,-2.72275432474464,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-1.10786264377915
Han22,56,Cao et al. (2022),China,31.95,118.83329999999999,field,maize,grain,irrigation,421,200,100,100,100,sandy loam,1.44,6.27,15.76,0.95,10.75,9.8,585,8.45,60.5527123848516,10,7320,110,3,8260,900,3,-0.257663963630073,-0.400431548176131,-0.943179237348873,-0.0941725064368832,0.38797715388078,0.0657592759644157,-0.205756758186494,1.4164082027947,-0.0364134809697117,-0.050196580850936,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.550198391795371
Han22,57,Cao et al. (2022),China,31.95,118.83329999999999,field,maize,grain,irrigation,421,200,200,100,100,sandy loam,1.44,6.27,10.76,0.95,10.75,9.8,585,8.45,60.5527123848516,5,7110,110,3,7430,50,3,-0.257663963630073,-0.400431548176131,0.0734573060038675,-0.0941725064368832,0.38797715388078,0.0657592759644157,-0.205756758186494,0.229311409896182,-0.0364134809697117,-0.050196580850936,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.890237569834264
Han22,58,Cao et al. (2022),China,31.95,118.83329999999999,field,maize,grain,irrigation,421,200,200,100,100,sandy loam,1.44,6.27,14.76,0.95,10.75,9.8,585,8.45,60.5527123848516,10,7110,190,3,8020,120,3,-0.257663963630073,-0.400431548176131,0.0734573060038675,-0.0941725064368832,0.38797715388078,0.0657592759644157,-0.205756758186494,1.178988844215,-0.0364134809697117,-0.050196580850936,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.550198391795371
Han22,59,Cao et al. (2022),China,31.95,118.83329999999999,field,maize,grain,rainfed,421,400,100,100,100,sandy loam,1.44,6.27,17.76,0.95,10.75,9.8,585,8.45,60.5527123848516,15,8230,110,3,8260,270,3,-0.257663963630073,2.34601458458492,-0.943179237348873,-0.0941725064368832,0.38797715388078,0.0657592759644157,-0.205756758186494,1.89124691995411,-0.0364134809697117,-0.050196580850936,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.210159213756478
Han22,60,Cao et al. (2022),China,31.95,118.83329999999999,field,maize,grain,irrigation,421,400,100,100,100,sandy loam,1.44,6.27,13.76,0.95,10.75,9.8,585,8.45,60.5527123848516,10,8230,200,3,9310,30,3,-0.257663963630073,2.34601458458492,-0.943179237348873,-0.0941725064368832,0.38797715388078,0.0657592759644157,-0.205756758186494,0.941569485635295,-0.0364134809697117,-0.050196580850936,0.308933895588106,-0.215692948539179,0.0525641651425646,-0.0538254866784276,-0.550198391795371
