meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,scn,bph,btc,btn,bcn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,yield_unit,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n,yi,vi
Han22,1,Dai  et al. (2021),,China,35.2,107.66670000000001,field,maize,grain,rainfed,725,0.85,150,75,75,loam,1.4,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,14,8049.1,530.3310517,3,8603.1,514.8267102,3,kg/ha/yr,53.6606666666667,3.09385939733333,3,53.6606666666667,2.82544874266667,3,,,,,,,,,,,,,,,,,,,0,5.85170885596814
Han22,2,Haque  et al. (2021）,,Malaysia,3.4667,101.13330000000001,pot,rice,grain,irrigation and rain,525,1.44,121,29,100,clay,1.44,5.14,5.36,0.4,13.4,7.12,24.86,0.38,65.421052631579,10,210.15,13.84615305,4,241.12,14.42910304,4,g/pot,1.73677685950413,0.10013560661157,4,1.99272727272727,0.104925061818182,4,40.5,2.511,4,68.1,4.3584,4,5.27,0.07905,4,6.2,0.558,4,,,,,,,0.255950413223141,0.00525910207725411
Han22,3,Haque  et al. (2021）,,Malaysia,3.4667,101.13330000000001,pot,rice,grain,irrigation and rain,525,1.44,121,29,100,clay,1.44,5.14,5.36,0.4,13.4,8.5,52.11,1.13,46.1150442477876,10,210.15,13.84615305,4,235.15,14.0718463,4,g/pot,1.73677685950413,0.10013560661157,4,1.94338842975207,0.102327174380165,4,40.5,2.511,4,70.5,4.512,4,5.27,0.07905,4,6.37,0.5733,4,,,,,,,0.206611570247934,0.00512449758202398
Han22,4,Haque  et al. (2021）,,Malaysia,3.4667,101.13330000000001,pot,rice,grain,irrigation and rain,525,1.44,121,29,100,clay,1.44,5.14,5.36,0.4,13.4,7.12,24.86,0.38,65.421052631579,10,211.13,13.91072231,4,239.55,14.3351511,4,g/pot,1.74487603305785,0.100602572561983,4,1.9797520661157,0.104241865289256,4,58,3.596,4,69,4.416,4,5.84,0.0876,4,6.32,0.5688,4,,,,,,,0.234876033057851,0.00524681102126815
Han22,5,Haque  et al. (2021）,,Malaysia,3.4667,101.13330000000001,pot,rice,grain,irrigation and rain,525,1.44,121,29,100,clay,1.44,5.14,5.36,0.4,13.4,8.5,52.11,1.13,46.1150442477876,10,211.13,13.91072231,4,234.7,14.0449174,4,g/pot,1.74487603305785,0.100602572561983,4,1.9396694214876,0.102131353719008,4,58,3.596,4,71.7,4.5888,4,5.84,0.0876,4,6.55,0.5895,4,,,,,,,0.194793388429752,0.00513792275464158
Han22,6,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,89.9,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,45,12010,320,3,14050,790,3,ton/ha/yr,35.4277286135693,2.04262112094395,3,41.4454277286136,2.18226755162242,3,,,,,,,8.31111,0.0307700000000004,3,8.34188,0.041030000000001,3,,,,,,,6.01769911504425,2.97819757019681
Han22,7,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,89.9,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,30,12010,320,3,14280,1170,3,ton/ha/yr,35.4277286135693,2.04262112094395,3,42.1238938053097,2.21799150442478,3,,,,,,,8.31111,0.0307700000000004,3,8.38974,0.0581200000000006,3,,,,,,,6.69616519174041,3.03059578580894
Han22,8,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,89.9,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,15,12010,320,3,14580,1430,3,ton/ha/yr,35.4277286135693,2.04262112094395,3,43.0088495575221,2.26458796460177,3,,,,,,,8.31111,0.0307700000000004,3,8.30085,0.0307699999999986,3,,,,,,,7.5811209439528,3.10021989771517
Han22,9,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,30,11880,870,3,12370,570,3,ton/ha/yr,35.0442477876106,2.02051115044248,3,36.4896755162242,1.92132737463127,3,,,,,,,8.45172,0.0482800000000001,3,8.54138,0.0482800000000001,3,,,,,,,1.44542772861357,2.59132139652329
Han22,10,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,45,11880,870,3,12180,890,3,ton/ha/yr,35.0442477876106,2.02051115044248,3,35.929203539823,1.89181628318584,3,,,,,,,8.45172,0.0482800000000001,3,8.64483,0.0551699999999986,3,,,,,,,0.884955752212385,2.55381138612982
Han22,11,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,15,11880,870,3,12670,1210,3,ton/ha/yr,35.0442477876106,2.02051115044248,3,37.3746312684366,1.96792383480826,3,,,,,,,8.45172,0.0482800000000001,3,8.58966,0.0413700000000006,3,,,,,,,2.33038348082596,2.65172984288961
Han22,12,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,89.9,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,45,12800,1100,3,14470,1500,3,ton/ha/yr,37.7581120943953,2.17698171091445,3,42.6843657817109,2.24750259587021,3,,,,,,,8.43761,0.02393,3,8.31111,0.0376100000000008,3,,,,,,,4.92625368731564,3.26350576269978
Han22,13,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,89.9,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,30,12800,1100,3,14530,1800,3,ton/ha/yr,37.7581120943953,2.17698171091445,3,42.8613569321534,2.2568218879056,3,,,,,,,8.43761,0.02393,3,8.34872,0.0547000000000004,3,,,,,,,5.10324483775811,3.27749813446195
Han22,14,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,89.9,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,15,12800,1100,3,14930,2120,3,ton/ha/yr,37.7581120943953,2.17698171091445,3,44.0412979351032,2.31895050147493,3,,,,,,,8.43761,0.02393,3,8.42051,0.0410299999999992,3,,,,,,,6.28318584070797,3.37226026598228
Han22,15,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,30,11900,1410,3,12710,1070,3,ton/ha/yr,35.1032448377581,2.02391268436578,3,37.4926253687316,1.97413669616519,3,,,,,,,8.45172,0.0482800000000001,3,8.53103,0.0482800000000001,3,,,,,,,2.38938053097345,2.66447941636091
Han22,16,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,15,11900,1410,3,12970,1230,3,ton/ha/yr,35.1032448377581,2.02391268436578,3,38.259587020649,2.01452029498525,3,,,,,,,8.45172,0.0482800000000001,3,8.55172,0.0586200000000012,3,,,,,,,3.15634218289085,2.71817152428139
Han22,17,Yang  et al. (2022）,,China,40.6833,107.3,field,maize,grain,irrigation and rain,119.1,0.85,339,192,17,sandy loam,1.46,8.5,9.5,0.85,11.7469879518072,9,47.2,0.7,67.4285714285714,45,11900,1410,3,12310,1230,3,ton/ha/yr,35.1032448377581,2.02391268436578,3,36.3126843657817,1.91200808259587,3,,,,,,,8.45172,0.0482800000000001,3,8.54138,0.0310299999999994,3,,,,,,,1.2094395280236,2.58399915394955
Han22,18,Abbas et al.(2020),,Pakistan,31.4333,73.066699999999997,pot,maize,grain,irrigation,525,0.85,220,180,120,sandy clay loam,1.44,7.95,9.5,0.85,11.7469879518072,7.03,467.2,1.38,38,10,,,,,,,,30,1.72968,3,37.2727272727273,1.96255818181818,3,0.49,0.03,3,0.54,0.03,3,7.92,0.03,3,7.85,0.02,3,,,,,,,7.27272727272727,2.28114250647383
Han22,19,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,83,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,25,10251.8,449.6,3,12679.9,359.7,3,kg/ha/yr,76.8885,4.433083356,3,95.09925,5.0073559095,3,,,,,,,,,,,,,,,,,,,18.21075,14.9086137485496
Han22,20,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,83,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,50,10251.8,449.6,3,13759,449.6,3,kg/ha/yr,76.8885,4.433083356,3,103.1925,5.433497895,3,,,,,,,,,,,,,,,,,,,26.304,16.3917091387379
Han22,21,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,100.9,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,25,9288.7,502.089999999999,3,10711.3,418.4,3,kg/ha/yr,69.66525,4.016619654,3,80.33475,4.2299459265,3,,,,,,,,,,,,,,,,,,,10.6695,11.3418919953377
Han22,22,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,100.9,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,50,9288.7,502.089999999999,3,11882.8,753.2,3,kg/ha/yr,69.66525,4.016619654,3,89.121,4.692577134,3,,,,,,,,,,,,,,,,,,,19.45575,12.7178378678129
Han22,23,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,108.2,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,25,15197.8,629.499999999998,3,18345.3,179.9,3,kg/ha/yr,113.9835,6.571832676,3,137.58975,7.2446506965,3,,,,,,,,,,,,,,,,,,,23.60625,31.8913161452131
Han22,24,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,108.2,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,50,15197.8,629.499999999998,3,19514.4,269.8,3,kg/ha/yr,113.9835,6.571832676,3,146.358,7.706334132,3,,,,,,,,,,,,,,,,,,,32.3745,34.1921901584565
Han22,25,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,78.1,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,25,12410.1,989.2,3,15107.9,449.7,3,kg/ha/yr,93.07575,5.366375442,3,113.30925,5.9661852495,3,,,,,,,,,,,,,,,,,,,20.2335,21.464450605284
Han22,26,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,78.1,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,50,12410.1,989.2,3,16906.5,1169,3,kg/ha/yr,93.07575,5.366375442,3,126.79875,6.6764613825,3,,,,,,,,,,,,,,,,,,,33.723,24.4577073255048
Han22,27,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,123.6,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,25,13974.9,1087.9,3,17154.8,502.099999999999,3,kg/ha/yr,104.81175,6.043026258,3,128.661,6.774516294,3,,,,,,,,,,,,,,,,,,,23.84925,27.4707457908497
Han22,28,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,123.6,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,50,13974.9,1087.9,3,18075.3,669.500000000003,3,kg/ha/yr,104.81175,6.043026258,3,135.56475,7.1380263465,3,,,,,,,,,,,,,,,,,,,30.753,29.1565288260685
Han22,29,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,25,10543.9,1171.6,3,13054.4,585.800000000001,3,kg/ha/yr,79.07925,4.559393238,3,97.908,5.155247832,3,,,,,,,,,,,,,,,,,,,18.82875,15.7882156360203
Han22,30,Agb et al.(2017),,China,31.95,118.83329999999999,field,tomato,vegetable,irrigation,525,133.4,133.333333333333,133.333333333333,133.333333333333,loam,1.35,7.7,1.3,0.18,7.22222222222222,9.9,467.2,5.9,79.1864406779661,50,10543.9,1171.6,3,13891.2,753.2,3,kg/ha/yr,79.07925,4.559393238,3,104.184,5.485704336,3,,,,,,,,,,,,,,,,,,,25.10475,16.9603395869098
Han22,31,Agegnehu et al. (2015）,,Australia,-17.0167,145.4,field,peanut,legumes,rainfed,541,225,26.6,31.6,66.2,clay loam,0.55,6.2,8.9,6,14.8,9.47,467.2,8.1,60.5527123848516,10,5617,1171.6,3,6910,753.2,3,kg/ha/yr,211.165413533835,12.1749530827068,3,259.774436090226,13.6781631578947,3,1,0.062,3,1.08,0.06912,3,6.6,0.099,3,6.7,0.603,3,0.97,0.01261,3,0.91,0.0182,3,48.609022556391,111.7738766467
Han22,32,Agegnehu et al. (2015）,,Australia,-17.0167,145.4,field,peanut,legumes,rainfed,541,225,26.6,31.6,66.2,clay loam,0.55,6.2,8.1,7,14.9,9.47,467.2,8.1,60.5527123848516,2.5,6552,1171.6,3,6786,753.2,3,kg/ha/yr,246.315789473684,14.2015831578947,3,255.112781954887,13.4327084210526,3,1.08,0.06696,3,1.01,0.06464,3,6.8,0.102,3,6.9,0.621,3,0.93,0.01209,3,0.96,0.0192,3,8.79699248120301,127.374206571873
Han22,33,Ahmed  et al. (2019）,,China,39.9667,166.3167,pot,pak choi,vegetable,irrigation,525,9.5,300,150,300,loam,1.46,8.15,9.5,1.07,11.7469879518072,8.85,467.2,19.5,60.5527123848516,20,79.5,2.75,5,87.4,11.02,5,,0.265,0.01527884,5,0.291333333333333,0.0153398653333333,5,,,,,,,8.03,0.095,5,8.1,0.137,5,1.428,0.0416,5,1.43,0.077,5,0.0263333333333333,9.37508840380803e-05
Han22,34,Ahmed  et al. (2019）,,China,39.9667,166.3167,pot,pak choi,vegetable,irrigation,525,9.5,300,150,300,loam,1.46,8.15,9.5,1.07,11.7469879518072,8.85,467.2,19.5,60.5527123848516,20,61.95,3.65,5,66.12,6.81,5,,0.2065,0.011905964,5,0.2204,0.0116049416,5,,,,,,,8.03,0.105,5,8.01,0.096,5,1.4275,0.0505,5,1.4253,0.0275,5,0.0139,5.52853296617413e-05
Han22,35,Akhtar  et al. (2014）,,China,40.0167,116.2833,pot,tomato,vegetable,irrigation,525,22.7,250,180,180,sandy loam,1.63,8.02,9.75,0.83,11.7469879518072,10.64,623,10.5,59.3333333333333,10,133.585,13.585,3,159.623,6.792,3,,3.35861936,0.11652594733696,3,4.32195288,0.15011206844224,3,,,,,,,,,,,,,,,,,,,0.96333352,0.0120373098315946
Han22,36,Akhtar  et al. (2014）,,China,40.0167,116.2833,pot,tomato,vegetable,irrigation,525,32.5,250,180,180,sandy loam,1.63,8.02,9.75,0.83,11.7469879518072,10.64,623,10.5,59.3333333333333,10,104.151,9.057,3,109.811,5.66099999999999,3,,1.863797,0.17684474378144,3,3.951259,0.24918651524928,3,,,,,,,,,,,,,,,,,,,2.087462,0.0311226609284009
Han22,37,Akhtar  et al. (2014）,,China,40.0167,116.2833,pot,tomato,vegetable,irrigation,525,22.7,250,180,180,sandy loam,1.63,8.02,9.75,0.83,11.7469879518072,10.64,623,10.5,59.3333333333333,10,121.132,5.66,3,135.849,4.52800000000002,3,,2.21305024,0.098136367238,3,2.60358104,0.227813788904,3,,,,,,,,,,,,,,,,,,,0.3905308,0.0205099563298226
Han22,38,Babalola  et al. (2022),,Nigeria,5.2167,7.2667000000000002,field,maize,grain,irrigation,304.3,100,45,100,45,sandy clay loam,1.35,5.12,0.94,4.6,0.204347826086957,9.42,69,10.09,6.73,20,21621.6,1014.8,3,23783.8,1579.8,3,kg/ha/yr,480.48,27.70255488,3,528.528888888889,27.8291601155556,3,,,,,,,,,,,,,,,,,,,48.0488888888888,513.96456653888
Han22,39,Babalola  et al. (2022),,Nigeria,5.2167,7.2667000000000002,field,maize,grain,irrigation,304.3,100,45,100,45,sandy clay loam,1.35,5.12,0.94,4.6,0.204347826086957,9.42,69,10.09,6.73,20,17702.7,1524.6,3,20675.7,1551.6,3,kg/ha/yr,393.393333333333,22.6814860266667,3,459.46,24.19240684,3,,,,,,,,,,,,,,,,,,,66.0666666666667,366.574119029985
Han22,40,Babalola  et al. (2022),,Nigeria,5.2167,7.2667000000000002,field,maize,grain,irrigation,3.13,100,45,100,45,sandy clay loam,1.35,4.99,1.18,1.8,0.655555555555556,9.42,69,10.09,6.73,20,13636.4,1545.4,3,15636.4,2181.8,3,kg/ha/yr,303.031111111111,17.4715617422222,3,347.475555555556,18.2959779022222,3,,,,,,,,,,,,,,,,,,,44.4444444444445,213.332759036962
Han22,41,Babalola  et al. (2022),,Nigeria,5.2167,7.2667000000000002,field,maize,grain,irrigation,304.3,100,45,100,45,sandy clay loam,1.35,5.12,0.94,4.6,0.204347826086957,9.42,69,10.09,6.73,20,22837.8,1707.7,3,24459.5,1858.7,3,kg/ha/yr,507.506666666667,29.2608043733333,3,543.544444444445,28.6197891777778,3,,,,,,,,,,,,,,,,,,,36.0377777777778,558.42900171831
Han22,42,Babalola  et al. (2022),,Nigeria,5.2167,7.2667000000000002,field,maize,grain,irrigation,3.13,100,45,100,45,sandy clay loam,1.35,4.99,1.18,1.8,0.655555555555556,9.42,69,10.09,6.73,20,9454.55,1999.95,3,12272.7,1545.5,3,kg/ha/yr,210.101111111111,12.1135896622222,3,272.726666666667,14.3601499066667,3,,,,,,,,,,,,,,,,,,,62.6255555555556,117.650986615545
Han22,43,Babalola  et al. (2022),,Nigeria,5.2167,7.2667000000000002,field,maize,grain,irrigation,3.13,100,45,100,45,sandy clay loam,1.35,4.99,1.18,1.8,0.655555555555556,9.42,69,10.09,6.73,20,15363.6,2454.6,3,16090.9,2454.6,3,kg/ha/yr,341.413333333333,19.6845271466667,3,357.575555555556,18.8277833022222,3,,,,,,,,,,,,,,,,,,,16.1622222222222,247.322011021098
Han22,44,Cabrera et al.(2017),,America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,720,1.44,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,9.4,467.2,8.1,60.5527123848516,5,21000,1383.627,4,19900,1190.8558,4,kg/ha/yr,700,40.3592,4,663.333333333333,34.9271533333333,4,,,,,,,,,,,,,,,,,,,-36.6666666666666,712.192766152545
Han22,45,Cabrera et al.(2017),,America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,720,1.44,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,5.1,467.2,4.025,60.5527123848516,8,21000,1383.627,4,19400,1160.9348,4,kg/ha/yr,700,40.3592,4,646.666666666667,34.0495866666667,4,,,,,,,,,,,,,,,,,,,-53.3333333333334,697.059844202711
Han22,46,Cabrera et al.(2017),,America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,678,1.44,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,9.4,467.2,8.1,60.5527123848516,5,4900,322.846,4,3900,233.3838,4,kg/ha/yr,163.33333333333,9.41714666666667,4,130,6.84502,4,,,,,,,,,,,,,,,,,,,-33.33333333333,33.8842375354778
Han22,47,Cabrera et al.(2017),,America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,678,1.44,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,5.1,467.2,4.025,60.5527123848516,8,4900,322.846,4,5000,299.21,4,kg/ha/yr,163.33333333333,9.41714666666667,4,166.666666666667,8.77566666666667,4,,,,,,,,,,,,,,,,,,,3.33333333333667,41.4237441964889
Han22,48,Cabrera et al.(2017),,America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,867,1.44,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,9.4,467.2,8.1,60.5527123848516,5,22200,1462.6914,4,17900,1071.1718,4,kg/ha/yr,740,42.66544,4,596.666666666667,31.4168866666667,4,,,,,,,,,,,,,,,,,,,-143.333333333333,701.840134554944
Han22,49,Cabrera et al.(2017),,America,30.7667,-87.133300000000006,field,sorghum,grain,rainfed,867,1.44,30,7.5,15,sandy loam,1.44,6,20,0.638,31.3479623824451,5.1,467.2,4.025,60.5527123848516,8,22200,1462.6914,4,17800,1065.1876,4,kg/ha/yr,740,42.66544,4,593.333333333333,31.2413733333333,4,,,,,,,,,,,,,,,,,,,-146.666666666667,699.090794536578
Han22,50,Cao et al. (2021),,China,30.05,199.95,field,rice,grain,irrigation and rain,680.5,5.45,144,120,60,clay,1.44,5.45,34.9,18.7,1.86631016042781,9.47,467.2,8.1,60.5527123848516,1.8,7683,76,3,8475,188,3,kg/ha/yr,53.3541666666667,3.07618783333333,3,58.8541666666667,3.09890729166667,3,,,,,,,,,,,,,,,,,,,5.5,6.35538599609762
Han22,51,Cao et al. (2021),,China,30.05,199.95,field,rice,grain,irrigation and rain,799.8,5.45,144,120,60,clay,1.44,5.45,34.9,18.7,1.86631016042781,9.47,467.2,8.1,60.5527123848516,1.8,7805.7,87.4,3,8689.5,259.9,3,kg/ha/yr,54.20625,3.12531555,3,60.34375,3.1773398125,3,,,,,,,,,,,,,,,,,,,6.1375,6.62102852372311
Han22,52,Cao et al. (2021),,China,30.05,199.95,field,rice,grain,irrigation and rain,875.4,5.45,144,120,60,clay,1.44,5.45,34.9,18.7,1.86631016042781,9.47,467.2,8.1,60.5527123848516,1.8,7885.5,92.3,3,8739,31.5,3,kg/ha/yr,54.7604166666667,3.15726658333333,3,60.6875,3.195439625,3,,,,,,,,,,,,,,,,,,,5.92708333333334,6.72638889175116
Han22,53,Cao et al. (2021),,China,30.05,199.95,field,rice,grain,irrigation and rain,799.8,5.45,144,120,60,clay,1.44,5.45,34.9,18.7,1.86631016042781,9.47,467.2,8.1,60.5527123848516,1.8,8300.8,138.3,3,9721.1,200.1,3,kg/ha/yr,57.6444444444444,3.32354808888889,3,67.5076388888889,3.55454721805556,3,,,,,,,,,,,,,,,,,,,9.86319444444445,7.89359260818116
Han22,54,Cao et al. (2021),,China,30.05,199.95,field,rice,grain,irrigation and rain,875.4,5.45,144,120,60,clay,1.44,5.45,34.9,18.7,1.86631016042781,9.47,467.2,8.1,60.5527123848516,1.8,8522.5,194.3,3,9820.5,134.3,3,kg/ha/yr,59.1840277777778,3.41231430555556,3,68.1979166666667,3.59089310416667,3,,,,,,,,,,,,,,,,,,,9.01388888888889,8.17946740181694
Han22,55,Cao et al. (2021),,China,30.05,199.95,field,rice,grain,irrigation and rain,680.5,5.45,144,120,60,clay,1.44,5.45,34.9,18.7,1.86631016042781,9.47,467.2,8.1,60.5527123848516,1.8,8136,227,3,9492,151,3,kg/ha/yr,56.5,3.257564,3,65.9166666666667,3.47077616666667,3,,,,,,,,,,,,,,,,,,,9.41666666666667,7.55267013773246
Han22,56,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,100,100,100,sandy loam,1.44,5.45,15.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,10,7320,110,3,8260,900,3,ton/ha/yr,73.2,0.86,3,82.6,0.6,3,,,,,,,,,,,,,,,,,,,9.39999999999999,0.366533333333333
Han22,57,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,200,100,100,sandy loam,1.44,5.45,10.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,5,7110,110,3,7430,50,3,ton/ha/yr,35.55,0.86,3,37.12,0.68,3,,,,,,,,,,,,,,,,,,,1.57,0.400666666666667
Han22,58,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,200,100,100,sandy loam,1.44,5.45,14.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,10,7110,190,3,8020,120,3,ton/ha/yr,35.55,1.27,3,40.1,0.71,3,,,,,,,,,,,,,,,,,,,4.55,0.705666666666667
Han22,59,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,rainfed,525,0.85,100,100,100,sandy loam,1.44,5.45,17.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,15,8230,110,3,8260,270,3,ton/ha/yr,82.3,0.86,3,82.6,0.99,3,,,,,,,,,,,,,,,,,,,0.299999999999997,0.573233333333333
Han22,60,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,100,100,100,sandy loam,1.44,5.45,13.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,10,8230,200,3,9310,30,3,ton/ha/yr,82.3,2.14,3,93.1,1.08,3,,,,,,,,,,,,,,,,,,,10.8,1.91533333333333
Han22,61,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,100,100,100,sandy loam,1.44,5.45,11.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,5,7320,200,3,7730,280,3,ton/ha/yr,73.2,2.14,3,77.3,1.11,3,,,,,,,,,,,,,,,,,,,4.09999999999999,1.93723333333333
Han22,62,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,rainfed,525,0.85,200,100,100,sandy loam,1.44,5.45,18.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,15,7110,100,3,7160,100,3,ton/ha/yr,35.55,1.85,3,35.8,1.52,3,,,,,,,,,,,,,,,,,,,0.25,1.91096666666667
Han22,63,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,200,100,100,sandy loam,1.44,5.45,12.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,10,8750,190,3,9430,700,3,ton/ha/yr,43.75,1.27,3,46.7,1.64,3,,,,,,,,,,,,,,,,,,,2.95,1.43416666666667
Han22,64,Cao et al. (2022),,China,31.95,118.83329999999999,field,maize,grain,irrigation,525,0.85,100,100,100,sandy loam,1.44,5.45,9.76,0.85,11.7469879518072,9.47,16.8,8.1,60.5527123848516,5,8230,190,3,8870,310,3,ton/ha/yr,82.3,1.27,3,88.7,1.74,3,,,,,,,,,,,,,,,,,,,6.40000000000001,1.54683333333333
